"trial","stopped_at_n","selected_direction","T1_","T2_","s1","s2","beta_allowed","margin","reason","violation","eps","fwd_violation","fwd_stopped_at_n","fwd_T1_","fwd_T2_","fwd_s1","fwd_s2","fwd_beta_allowed","fwd_margin","fwd_reason","rev_violation","rev_stopped_at_n","rev_T1_","rev_T2_","rev_s1","rev_s2","rev_beta_allowed","rev_margin","rev_reason"
1,4830,"reverse",0.63491032728272,0.224100509501969,0.487576540815402,0.403072358187441,0.224126801003534,2.62915015651621e-05,"violation in reverse orientation",1,0.487931034482759,1,9530,0.215167337021514,0.649303563000064,0.400157311704378,0.4824606434738,0.649504778987166,0.00020121598710221,"violation",1,4830,0.63491032728272,0.224100509501969,0.487576540815402,0.403072358187441,0.224126801003534,2.62915015651621e-05,"violation"
2,3560,"forward",0.185731371381689,0.697182626284357,0.371079110805843,0.469927617469862,0.69745427460055,0.000271648316193418,"violation in forward orientation",1,0.487931034482759,1,3560,0.185731371381689,0.697182626284357,0.371079110805843,0.469927617469862,0.69745427460055,0.000271648316193418,"violation",1,5470,0.613986877217276,0.236768687665269,0.491675299286509,0.412454660165752,0.236971606758302,0.000202919093033022,"violation"
3,5290,"reverse",0.609127466013188,0.239795703505945,0.49261236587612,0.414271855902982,0.239954776015944,0.000159072509999691,"violation in reverse orientation",1,0.487931034482759,0,10050,0.204906644126687,0.670537183766965,0.392732738621381,0.475972559585403,0.666218857776725,-0.00431832599024018,"max_iter reached without violation",1,5290,0.609127466013188,0.239795703505945,0.49261236587612,0.414271855902982,0.239954776015944,0.000159072509999691,"violation"
4,5600,"reverse",0.626711981520547,0.229158643443842,0.489079596835542,0.407435319456741,0.229159726190163,1.08274632115712e-06,"violation in reverse orientation",1,0.487931034482759,1,6440,0.220955385912363,0.639376146197761,0.402425009745678,0.485873510461999,0.640076380126476,0.00070023392871521,"violation",1,5600,0.626711981520547,0.229158643443842,0.489079596835542,0.407435319456741,0.229159726190163,1.08274632115712e-06,"violation"
5,5290,"forward",0.228076989880818,0.628417694103939,0.406376398106015,0.488828349773105,0.628475696716801,5.80026128620403e-05,"violation in forward orientation",1,0.487931034482759,1,5290,0.228076989880818,0.628417694103939,0.406376398106015,0.488828349773105,0.628475696716801,5.80026128620403e-05,"violation",1,5620,0.614324521377053,0.236625578624703,0.49156407278092,0.412502799128397,0.236764328626206,0.000138750001503568,"violation"
6,6780,"forward",0.203804723593469,0.666747066025222,0.389928103407933,0.478158694079161,0.668013822970676,0.00126675694545486,"violation in forward orientation",1,0.487931034482759,1,6780,0.203804723593469,0.666747066025222,0.389928103407933,0.478158694079161,0.668013822970676,0.00126675694545486,"violation",1,6830,0.653916604617498,0.212327492560086,0.481921406094397,0.396442834979404,0.2124589384033,0.000131445843214423,"violation"
7,4810,"forward",0.240934979283839,0.607410413993029,0.414499002856068,0.493070923238704,0.607530771246344,0.00012035725331494,"violation in forward orientation",1,0.487931034482759,1,4810,0.240934979283839,0.607410413993029,0.414499002856068,0.493070923238704,0.607530771246344,0.00012035725331494,"violation",1,6340,0.630742180011791,0.226658676410578,0.487941242621417,0.406361649673427,0.22668560664433,2.69302337513044e-05,"violation"
8,2180,"reverse",0.623774256515505,0.229953040805798,0.491850084217405,0.401709952937481,0.230963181496657,0.00101014069085853,"violation in reverse orientation",1,0.487931034482759,1,4380,0.227970257109051,0.628421186011587,0.405211651558473,0.489234620564876,0.628649558265434,0.000228372253847753,"violation",1,2180,0.623774256515505,0.229953040805798,0.491850084217405,0.401709952937481,0.230963181496657,0.00101014069085853,"violation"
9,4000,"reverse",0.673565266427048,0.200304128032817,0.477593969811178,0.383979084716863,0.20039671905155,9.25910187322132e-05,"violation in reverse orientation",1,0.487931034482759,1,5210,0.252314154921878,0.588860205897333,0.422143107552102,0.495748184345313,0.588994748374993,0.000134542477659427,"violation",1,4000,0.673565266427048,0.200304128032817,0.477593969811178,0.383979084716863,0.20039671905155,9.25910187322132e-05,"violation"
10,4010,"reverse",0.59951735191111,0.245199642082446,0.494632353412619,0.416220159469868,0.245854379022918,0.000654736940471606,"violation in reverse orientation",1,0.487931034482759,1,4100,0.217389088467988,0.645237267561723,0.397229773756744,0.485506781844634,0.645885673619935,0.000648406058212037,"violation",1,4010,0.59951735191111,0.245199642082446,0.494632353412619,0.416220159469868,0.245854379022918,0.000654736940471606,"violation"
