"trial","stopped_at_n","selected_direction","T1_","T2_","s1","s2","beta_allowed","margin","reason","violation","eps","fwd_violation","fwd_stopped_at_n","fwd_T1_","fwd_T2_","fwd_s1","fwd_s2","fwd_beta_allowed","fwd_margin","fwd_reason","rev_violation","rev_stopped_at_n","rev_T1_","rev_T2_","rev_s1","rev_s2","rev_beta_allowed","rev_margin","rev_reason"
1,130,"forward",0.598953602352903,0.342577334592128,0.499467171715321,0.426142737983524,0.346376177035447,0.00379884244331913,"violation in forward orientation",1,0.146551724137931,1,130,0.598953602352903,0.342577334592128,0.499467171715321,0.426142737983524,0.346376177035447,0.00379884244331913,"violation",1,420,0.397215746140315,0.536919682514889,0.470555950439829,0.498887651569859,0.540089779147904,0.00317009663301504,"violation"
2,160,"forward",0.547208614013715,0.387592559593228,0.496078370824611,0.452596674755792,0.391067343311533,0.00347478371830462,"violation in forward orientation",1,0.146551724137931,1,160,0.547208614013715,0.387592559593228,0.496078370824611,0.452596674755792,0.391067343311533,0.00347478371830462,"violation",1,260,0.501993266821105,0.429766752591291,0.49278822701683,0.475742956802038,0.430118982213644,0.000352229622352818,"violation"
3,140,"reverse",0.384264590310491,0.545245544285079,0.448296093843234,0.494871659305394,0.55508507829166,0.00983953400658089,"violation in reverse orientation",1,0.146551724137931,1,160,0.540775613696132,0.387592559593228,0.495250883391438,0.452596674755792,0.396623403832074,0.00903084423884587,"violation",1,140,0.384264590310491,0.545245544285079,0.448296093843234,0.494871659305394,0.55508507829166,0.00983953400658089,"violation"
4,80,"forward",0.642042346118264,0.308177297821902,0.499843725578305,0.3903123748999,0.309161245231374,0.000983947409472885,"violation in forward orientation",1,0.146551724137931,1,80,0.642042346118264,0.308177297821902,0.499843725578305,0.3903123748999,0.309161245231374,0.000983947409472885,"violation",1,210,0.394212458496668,0.53938463513255,0.460306513279793,0.496723961448963,0.543567090148018,0.00418245501546743,"violation"
5,90,"forward",0.600945650434495,0.261362863693741,0.498020774022555,0.362433476228891,0.344655682840709,0.0832928191469676,"violation in forward orientation",1,0.146551724137931,1,90,0.600945650434495,0.261362863693741,0.498020774022555,0.362433476228891,0.344655682840709,0.0832928191469676,"violation",1,140,0.319320750326329,0.617883206200791,0.415208332266675,0.5,0.630279317393017,0.0123961111922264,"violation"
6,130,"reverse",0.411962137162469,0.470671409207969,0.458257569495584,0.478162162089848,0.523015894193267,0.0523444849852976,"violation in reverse orientation",1,0.146551724137931,1,160,0.666123923094054,0.28115698818386,0.49682586235018,0.395235293844059,0.288362443350104,0.0072054551662446,"violation",1,130,0.411962137162469,0.470671409207969,0.458257569495584,0.478162162089848,0.523015894193267,0.0523444849852976,"violation"
7,90,"forward",0.483168476855012,0.446262250701477,0.475186772896513,0.462948147911104,0.446377596728586,0.000115346027108942,"violation in forward orientation",1,0.146551724137931,1,90,0.483168476855012,0.446262250701477,0.475186772896513,0.462948147911104,0.446377596728586,0.000115346027108942,"violation",1,110,0.348881957255449,0.586418960663303,0.424848052565379,0.497929597731969,0.59605232276974,0.00963336210643662,"violation"
8,50,"forward",0.633238465893974,0.302716065288689,0.496386945839634,0.366606055596467,0.316764989818182,0.0140489245294926,"violation in forward orientation",1,0.146551724137931,1,50,0.633238465893974,0.302716065288689,0.496386945839634,0.366606055596467,0.316764989818182,0.0140489245294926,"violation at burn-in",1,60,0.299311814729174,0.592139703863035,0.372677996249965,0.493006648591635,0.653446359684066,0.0613066558210306,"violation"
9,50,"forward",0.694644991687999,0.246504271019468,0.5,0.324961536185438,0.26372933665099,0.0172250656315218,"violation in forward orientation",1,0.146551724137931,1,50,0.694644991687999,0.246504271019468,0.5,0.324961536185438,0.26372933665099,0.0172250656315218,"violation at burn-in",1,50,0.275078575707952,0.674489213358372,0.346987031457949,0.499599839871872,0.681504447558243,0.00701523419987093,"violation at burn-in"
10,70,"forward",0.59189294941248,0.349704765490709,0.494871659305393,0.410325903324145,0.352474329237352,0.00276956374664356,"violation in forward orientation",1,0.146551724137931,1,70,0.59189294941248,0.349704765490709,0.494871659305393,0.410325903324145,0.352474329237352,0.00276956374664356,"violation",1,250,0.433269588855767,0.491840451935216,0.476336015854355,0.490697462801674,0.498345384755309,0.00650493282009323,"violation"
