"trial","stopped_at_n"
1,300
2,430
3,10050
4,50
5,70
6,370
7,140
8,10050
9,220
10,270
11,830
12,310
13,330
14,290
15,110
16,130
17,60
18,90
19,210
20,250
21,260
22,3570
23,230
24,50
25,80
26,240
27,190
28,600
29,190
30,90
31,200
32,10050
33,490
34,340
35,240
36,110
37,820
38,230
39,10050
40,190
41,150
42,400
43,660
44,50
45,200
46,270
47,50
48,310
49,80
50,8110
51,610
52,280
53,450
54,140
55,60
56,70
57,260
58,470
59,120
60,130
61,300
62,220
63,290
64,170
65,9510
66,80
67,560
68,100
69,200
70,230
71,130
72,840
73,150
74,80
75,50
76,600
77,280
78,7120
79,110
80,280
81,170
82,430
83,380
84,10050
85,220
86,350
87,440
88,120
89,590
90,1170
91,270
92,180
93,190
94,410
95,340
96,100
97,310
98,50
99,80
100,310
101,160
102,210
103,100
104,260
105,380
106,180
107,260
108,100
109,90
110,220
111,180
112,920
113,150
114,120
115,230
116,150
117,130
118,180
119,4540
120,130
121,60
122,710
123,130
124,670
125,270
126,130
127,10050
128,210
129,260
130,80
131,130
132,790
133,50
134,120
135,290
136,90
137,60
138,390
139,80
140,400
141,380
142,530
143,720
144,150
145,380
146,50
147,350
148,200
149,250
150,350
151,510
152,50
153,610
154,260
155,270
156,50
157,370
158,50
159,150
160,250
161,170
162,300
163,50
164,470
165,700
166,220
167,7500
168,110
169,330
170,750
171,690
172,560
173,50
174,130
175,10050
176,6630
177,310
178,270
179,220
180,180
181,120
182,340
183,200
184,380
185,190
186,400
187,270
188,5820
189,150
190,460
191,260
192,10050
193,70
194,160
195,550
196,180
197,110
198,240
199,960
200,360
201,240
202,180
203,190
204,240
205,10050
206,290
207,290
208,110
209,210
210,200
211,280
212,80
213,60
214,110
215,150
216,190
217,10050
218,130
219,290
220,410
221,60
222,100
223,50
224,50
225,250
226,180
227,50
228,240
229,430
230,170
231,150
232,230
233,250
234,150
235,220
236,230
237,320
238,260
239,590
240,210
241,260
242,70
243,240
244,110
245,60
246,70
247,860
248,90
249,90
250,50
