"trial","stopped_at_n"
1,290
2,320
3,470
4,150
5,290
6,140
7,310
8,170
9,290
10,220
11,330
12,290
13,190
14,100
15,260
16,370
17,270
18,170
19,270
20,290
21,170
22,300
23,170
24,260
25,400
26,350
27,310
28,130
29,110
30,100
31,170
32,110
33,300
34,340
35,290
36,100
37,290
38,290
39,100
40,160
41,290
42,170
43,140
44,230
45,290
46,290
47,290
48,170
49,500
50,170
51,240
52,290
53,270
54,500
55,440
56,170
57,280
58,110
59,290
60,170
61,110
62,190
63,170
64,490
65,300
66,100
67,230
68,290
69,170
70,170
71,140
72,110
73,500
74,290
75,170
76,200
77,220
78,170
79,290
80,570
81,380
82,290
83,290
84,280
85,430
86,170
87,190
88,170
89,290
90,120
91,290
92,170
93,160
94,140
95,100
96,290
97,420
98,420
99,230
100,200
101,230
102,580
103,120
104,470
105,250
106,130
107,100
108,590
109,290
110,390
111,180
112,500
113,290
114,240
115,260
116,170
117,140
118,100
119,290
120,320
121,290
122,170
123,500
124,340
125,440
126,300
127,170
128,300
129,290
130,290
131,290
132,500
133,150
134,100
135,290
136,290
137,290
138,500
139,360
140,170
141,290
142,200
143,250
144,250
145,290
146,100
147,180
148,380
149,100
150,320
151,270
152,560
153,230
154,290
155,160
156,260
157,260
158,170
159,270
160,290
161,120
162,290
163,170
164,100
165,170
166,220
167,240
168,170
169,150
170,350
171,240
172,170
173,310
174,240
175,320
176,170
177,290
178,190
179,200
180,500
181,120
182,180
183,140
184,160
185,170
186,290
187,170
188,190
189,300
190,200
191,170
192,290
193,170
194,330
195,190
196,360
197,150
198,220
199,290
200,500
201,320
202,290
203,290
204,170
205,170
206,290
207,200
208,420
209,200
210,360
211,100
212,560
213,450
214,100
215,290
216,200
217,170
218,240
219,290
220,360
221,170
222,220
223,370
224,100
225,290
226,110
227,180
228,210
229,300
230,320
231,290
232,110
233,380
234,160
235,110
236,160
237,100
238,190
239,590
240,110
241,120
242,820
243,230
244,290
245,100
246,170
247,230
248,160
249,170
250,160
