mechanism,epsilon,delta,runs,bandwidth_mean,bandwidth_sd,bandwidth_q05,bandwidth_q10,bandwidth_q90,bandwidth_q95,mmd_hat_mean,mmd_hat_sd,mmd_hat_q05,mmd_hat_q10,mmd_hat_q90,mmd_hat_q95,eps_star_mean,eps_star_sd,eps_star_q05,eps_star_q10,eps_star_q90,eps_star_q95,tau_mmd_at_claim_mean,tau_mmd_at_claim_sd,tau_mmd_at_claim_q05,tau_mmd_at_claim_q10,tau_mmd_at_claim_q90,tau_mmd_at_claim_q95,margin_at_claim_mean,margin_at_claim_sd,margin_at_claim_q05,margin_at_claim_q10,margin_at_claim_q90,margin_at_claim_q95,positive_margin_rate,claimed_eps_above_eps_star_rate
NonDPLaplace1,0.3513793103448276,0.0,400,4.825605925321217,0.8196189736562162,3.588345984042008,3.852113099214408,5.889358663330039,6.261546035537613,0.2363158365788093,0.011947253849404326,0.21588980149178444,0.22067436547148378,0.2512289724323446,0.2543327506268961,0.33738979211125897,0.017371473250230467,0.30771971221601,0.3146512502556762,0.35910125161201917,0.3636355250069338,0.24593744647069563,8.33710058193036e-17,0.2459374464706957,0.2459374464706957,0.2459374464706957,0.2459374464706957,-0.009621609891886325,0.011947253849404295,-0.030047644978911155,-0.025263080999211828,0.005291525961648871,0.008395304156200368,0.2125,0.7875
NonDPLaplace1,0.3855172413793103,0.0,400,4.364652513766914,0.7702163478212875,3.1330065739435486,3.3913633737374758,5.3435033621073265,5.607245071340597,0.23738118979885858,0.011938002484297312,0.21788322513381744,0.22178373903688736,0.25184088227558304,0.2559053987838815,0.3389401021976491,0.017368013810712048,0.3106067624620129,0.3162594949830688,0.35999489310729516,0.3659343986018,0.26927503679336445,5.55806705462024e-17,0.2692750367933645,0.2692750367933645,0.2692750367933645,0.2692750367933645,-0.031893846994505856,0.011938002484297307,-0.05139181165954697,-0.04749129775647704,-0.0174341545177814,-0.013369638009482878,0.0025,0.9975
NonDPLaplace1,0.4196551724137931,0.0,400,3.9827925248272713,0.7136138589842415,2.8495252554566135,3.063650655049399,4.877099226585726,5.174335042879265,0.23775085794699813,0.012126735387519866,0.21774779287504867,0.22190798541452858,0.25216715442322896,0.2554524197107117,0.3394788628177987,0.017641173858392506,0.310410561989743,0.31643963886294363,0.3604714435026025,0.3652721417383546,0.29246143711065625,5.55806705462024e-17,0.2924614371106562,0.2924614371106562,0.2924614371106562,0.2924614371106562,-0.054710579163658055,0.012126735387519866,-0.07471364423560753,-0.07055345169612752,-0.04029428268742724,-0.0370090173999445,0.0,1.0
NonDPLaplace1,0.4537931034482759,0.0,400,3.7469877197440553,0.710952503817238,2.65298430663619,2.878289045547547,4.6569010039204874,4.999733069406119,0.23848046417212135,0.01275428928338166,0.21572664445323256,0.222646012901037,0.25313175389960524,0.256259631182703,0.3405433605553595,0.018543998628988555,0.30748347185673824,0.3175098042718772,0.3618805666448198,0.3664523418445321,0.31548473823906564,5.55806705462024e-17,0.3154847382390657,0.3154847382390657,0.3154847382390657,0.3154847382390657,-0.07700427406694432,0.012754289283381659,-0.09975809378583315,-0.0928387253380287,-0.06235298433946048,-0.059225107056362684,0.0,1.0
NonDPLaplace1,0.4879310344827586,0.0,400,3.463711468144829,0.6276560280016514,2.446534512268206,2.7166646833035735,4.252602148795415,4.592932060504511,0.240094487465838,0.012176617198247627,0.21862003227254018,0.2246477522917005,0.2545258029481077,0.25827453042334797,0.3428911047803276,0.01772212501204066,0.31167416798244746,0.32041331073203405,0.36391767519937884,0.36939936527115563,0.3383333865561528,0.0,0.3383333865561528,0.3383333865561528,0.3383333865561528,0.3383333865561528,-0.09823889909031479,0.012176617198247626,-0.1197133542836126,-0.1136856342644522,-0.0838075836080451,-0.0800588561328048,0.0,1.0
NonDPLaplace1,0.5220689655172415,0.0,400,3.2157397896403204,0.5580185304124132,2.3335878943463575,2.5690818244760245,4.012861340885187,4.192126175032228,0.24176291821394627,0.011675986358502796,0.2194939818873551,0.22483933806584835,0.2553188720032214,0.2594617402354367,0.3453191171596237,0.01699512006904993,0.3129405018282526,0.32069127039302187,0.365076910115398,0.3711365399986036,0.36099620492055096,5.55806705462024e-17,0.3609962049205509,0.3609962049205509,0.3609962049205509,0.3609962049205509,-0.11923328670660455,0.011675986358502793,-0.1415022230331958,-0.13615686685470252,-0.10567733291732943,-0.10153446468511415,0.0,1.0
NonDPLaplace1,0.5562068965517242,0.0,400,3.0377691662741824,0.49857310914553044,2.2659511387388522,2.399940918930279,3.690448217656695,3.8659977016678324,0.24304962986671838,0.011308600512669272,0.22322463151256647,0.2280781632484256,0.2564935022589295,0.2595988415271781,0.3471925989515522,0.01647057364364997,0.3183489482382744,0.32539220768162164,0.3667943240422578,0.3713371879832348,0.38346241191943486,5.55806705462024e-17,0.3834624119194348,0.3834624119194348,0.3834624119194348,0.3834624119194348,-0.14041278205271635,0.01130860051266927,-0.16023778040686826,-0.15538424867100908,-0.12696890966050534,-0.12386357039225658,0.0,1.0
NonDPLaplace1,0.5903448275862069,0.0,400,2.8937934762104764,0.5261225042559623,2.0939992510490937,2.244579169006428,3.5601686625908116,3.8205313515006485,0.24315528279108964,0.01272053022052663,0.2199452638785995,0.22731811775353916,0.2581792157518567,0.2609927161637263,0.3473525119274426,0.018517970647909183,0.31359449780958254,0.32428872966510824,0.3692599208020137,0.3733775462740764,0.4057216393882746,0.0,0.4057216393882746,0.4057216393882746,0.4057216393882746,0.4057216393882746,-0.1625663565971849,0.012720530220526627,-0.18577637550967502,-0.17840352163473544,-0.1475424236364179,-0.14472892322454828,0.0,1.0
NonDPLaplace1,0.6244827586206897,0.0,400,2.724376735676702,0.4647481049555953,1.98948728799076,2.1223003765899078,3.3463915971976803,3.4681246544685056,0.24581759329848438,0.011761363367936187,0.22557261228331246,0.23105741640284902,0.2605795360012135,0.2640982154385753,0.35122987082510915,0.01714342917182253,0.32175526094050066,0.3297195317689325,0.3727726513733965,0.3779261550614122,0.4277639481601107,1.111613410924048e-16,0.4277639481601106,0.4277639481601106,0.4277639481601106,0.4277639481601106,-0.18194635486162614,0.011761363367936184,-0.20219133587679805,-0.19670653175726147,-0.16718441215889704,-0.16366573272153526,0.0,1.0
NonDPLaplace1,0.6586206896551725,0.0,400,2.5516643528364313,0.43820574790259115,1.8841155130391796,2.018802339459087,3.115711666721427,3.2970860366500245,0.24716054370517804,0.011327472000968163,0.22821570705474833,0.23214820777109968,0.2612606105835887,0.2647848083070124,0.3531868635188769,0.016514339630994555,0.32559191613556215,0.33130465660706054,0.37376977813252327,0.3789323244519389,0.4495798420139917,1.111613410924048e-16,0.4495798420139916,0.4495798420139916,0.4495798420139916,0.4495798420139916,-0.2024192983088135,0.01132747200096816,-0.22136413495924326,-0.2174316342428919,-0.1883192314304029,-0.18479503370697917,0.0,1.0
NonDPLaplace1,0.6927586206896552,0.0,400,2.458027093528329,0.4131871705468514,1.8311577251587885,1.9298313357789016,2.971474632786127,3.1532310412020395,0.2480993658499346,0.012086742941508216,0.22784904190333477,0.23268318253489473,0.26267853269985353,0.2661474748756969,0.3545599043729189,0.017623723028057963,0.3250595316740143,0.33208222628413164,0.37584627610577154,0.3809298098548986,0.4711602798044599,1.111613410924048e-16,0.47116027980446,0.47116027980446,0.47116027980446,0.47116027980446,-0.22306091395452532,0.012086742941508214,-0.24331123790112513,-0.2384770972695652,-0.20848174710460646,-0.20501280492876295,0.0,1.0
