"violation","n","T1","T2","s1","s2","alpha_allowed","beta_allowed","eta_star","used_fallback_eta","error"
0,1500,0.153333333333333,0.525333333333333,0.360308509783244,0.499357809813987,0.177584214961181,0.549584133114914,1.63663663663664,FALSE,NA
