"trial","stopped_at_n"
1,220
2,50
3,160
4,160
5,280
6,160
7,150
8,50
9,290
10,220
11,370
12,70
13,90
14,200
15,230
16,50
17,230
18,140
19,260
20,190
21,260
22,130
23,140
24,290
25,420
26,50
27,130
28,90
29,120
30,210
31,50
32,280
33,90
34,120
35,130
36,50
37,210
38,50
39,160
40,160
41,50
42,50
43,90
44,50
45,110
46,60
47,180
48,90
49,160
50,170
51,140
52,90
53,90
54,240
55,130
56,230
57,240
58,150
59,160
60,70
61,220
62,220
63,50
64,100
65,350
66,290
67,130
68,90
69,380
70,260
71,240
72,160
73,130
74,160
75,110
76,150
77,270
78,340
79,280
80,60
81,280
82,180
83,400
84,160
85,240
86,100
87,160
88,270
89,120
90,60
91,310
92,230
93,90
94,280
95,330
96,300
97,350
98,150
99,50
100,80
101,50
102,160
103,130
104,90
105,230
106,160
107,110
108,50
109,190
110,290
111,430
112,170
113,100
114,60
115,250
116,280
117,160
118,250
119,420
120,100
121,210
122,310
123,90
124,50
125,110
126,250
127,130
128,240
129,50
130,160
131,90
132,300
133,90
134,230
135,190
136,50
137,190
138,280
139,350
140,350
141,160
142,50
143,50
144,240
145,120
146,310
147,390
148,280
149,110
150,160
151,70
152,160
153,360
154,110
155,110
156,270
157,110
158,100
159,50
160,280
161,280
162,110
163,110
164,200
165,190
166,210
167,190
168,190
169,210
170,100
171,50
172,50
173,220
174,110
175,250
176,280
177,260
178,50
179,160
180,280
181,220
182,290
183,90
184,170
185,280
186,310
187,200
188,130
189,110
190,140
191,130
192,90
193,110
194,380
195,90
196,300
197,320
198,350
199,60
200,170
201,90
202,300
203,270
204,350
205,160
206,70
207,220
208,200
209,410
210,140
211,310
212,90
213,190
214,160
215,350
216,280
217,340
218,50
219,100
220,70
221,340
222,90
223,260
224,280
225,190
226,180
227,280
228,90
229,370
230,290
231,130
232,370
233,310
234,280
235,90
236,80
237,120
238,380
239,230
240,380
241,140
242,90
243,420
244,280
245,140
246,240
247,210
248,130
249,190
250,270
