"violation","n","T1","T2","s1","s2","alpha_allowed","beta_allowed","eta_star","used_fallback_eta","error"
0,1000,0.286,0.35,0.451889366991524,0.476969600708473,0.313134582804089,0.377134523302833,1.08108108108108,FALSE,NA
1,1000,0.335,0.273,0.471990466005406,0.445500841750047,0.376100338745708,0.314100299249476,0.915915915915916,FALSE,NA
1,1000,0.33,0.293,0.47021271782035,0.455138440477181,0.363264180252178,0.326264116463202,0.885885885885886,FALSE,NA
0,1000,0.548,0.138,0.497690666981007,0.344899985503044,0.572725604217278,0.162725564635482,0.630630630630631,FALSE,NA
0,1000,0.467,0.191,0.49890981148901,0.393089048435593,0.493000000000014,0.21697428592366,0.705705705705706,FALSE,NA
1,1000,0.302,0.295,0.459125255240876,0.456042761152943,0.34808493013439,0.341084892291073,0.945945945945946,FALSE,NA
1,1000,0.28,0.313,0.448998886412873,0.463714351729597,0.32822615956539,0.361226088513645,1.11111111111111,FALSE,NA
0,1000,0.442,0.213,0.496624606720207,0.409427649286171,0.466228533473717,0.237228484963377,0.720720720720721,FALSE,NA
1,1000,0.203,0.432,0.402232519819072,0.495354418573207,0.23722855137926,0.466228448006485,1.44144144144144,FALSE,NA
1,1000,0.402,0.202,0.4903019477832,0.401492216611979,0.4500000000001,0.250048017549571,0.750750750750751,FALSE,NA
1,1000,0.296,0.318,0.456490963765987,0.465699473909945,0.333644002079947,0.355643944354378,1.02102102102102,FALSE,NA
1,1000,0.317,0.285,0.465307425257754,0.451414443721067,0.36071733038883,0.328717266998103,0.855855855855856,FALSE,NA
1,1000,0.282,0.327,0.449973332543163,0.46911725613113,0.322353266552548,0.367353205837134,1.0960960960961,FALSE,NA
1,1000,0.297,0.327,0.456936538263247,0.46911725613113,0.329700493797962,0.359700425258047,1.11111111111111,FALSE,NA
1,1000,0.293,0.284,0.455138440477181,0.450936802667514,0.349089275536896,0.340089236300295,0.885885885885886,FALSE,NA
0,1000,0.36,0.273,0.48,0.445500841750047,0.38910654441057,0.302106504639703,0.855855855855856,FALSE,NA
0,1000,0.33,0.32,0.47021271782035,0.466476151587624,0.349591855623149,0.339591815570566,1.18618618618619,FALSE,NA
0,1000,0.384,0.255,0.486357892914261,0.43586121644395,0.411340650630277,0.282340602138404,0.825825825825826,FALSE,NA
0,1000,0.282,0.381,0.449973332543163,0.485632577160964,0.296410006736659,0.395409959176425,1.21621621621622,FALSE,NA
0,1000,0.328,0.311,0.469484824035879,0.462902797572017,0.353117520759599,0.336117473271956,0.855855855855856,FALSE,NA
1,1000,0.308,0.284,0.461666546329708,0.450936802667514,0.356656493900639,0.332656437732885,0.930930930930931,FALSE,NA
1,1000,0.301,0.31,0.458692707594093,0.462493243193887,0.340089275925983,0.349089235521942,1.11111111111111,FALSE,NA
1,1000,0.269,0.344,0.443439962114377,0.475041050857713,0.307842339790321,0.382842273174857,1.12612612612613,FALSE,NA
1,1000,0.302,0.28,0.459125255240876,0.448998886412873,0.355644000749251,0.333643947016849,0.975975975975976,FALSE,NA
0,1000,0.219,0.426,0.413568615830554,0.494493680444958,0.246916078455332,0.45391602288587,1.30630630630631,FALSE,NA
0,1000,0.348,0.3,0.476336015854355,0.458257569495584,0.36889115184365,0.320891108976687,0.915915915915916,FALSE,NA
1,1000,0.296,0.277,0.456490963765987,0.447516480143469,0.354127297977153,0.335127248012362,0.915915915915916,FALSE,NA
1,1000,0.317,0.298,0.465307425257754,0.457379492325574,0.354127297977153,0.335127248012362,0.945945945945946,FALSE,NA
