"violation","n","T1","T2","s1","s2","alpha_allowed","beta_allowed","eta_star","used_fallback_eta","error"
1,300,0.27,0.286666666666667,0.443959457608462,0.45220447685631,0.336282673736231,0.352949271818121,1.00600600600601,FALSE,NA
0,300,0.24,0.363333333333333,0.427083130081252,0.480959688770506,0.28500000000043,0.408289006354905,1.18618618618619,FALSE,NA
0,300,0.166666666666667,0.553333333333333,0.372677996249965,0.497147418333391,0.171799020935692,0.558465541402347,1.59159159159159,FALSE,NA
0,300,0.13,0.62,0.336303434416005,0.485386443980464,0.132856245476596,0.622856076625359,1.72672672672673,FALSE,NA
0,300,0.316666666666667,0.29,0.465176191231762,0.453762052181537,0.358000000000284,0.331349390223991,0.945945945945946,FALSE,NA
0,300,0.68,0.0866666666666667,0.466476151587624,0.281345971280123,0.690569114446705,0.0972357646331759,0.48048048048048,FALSE,NA
0,300,0.326666666666667,0.27,0.468994195652308,0.443959457608462,0.373347703010663,0.31668098373794,0.855855855855856,FALSE,NA
0,300,0.61,0.143333333333333,0.487749935930288,0.35041245538492,0.608061035156034,0.141351074368207,0.585585585585586,FALSE,NA
0,300,0.173333333333333,0.486666666666667,0.37853518844209,0.499822190606042,0.20134920597342,0.514682432989123,1.57657657657658,FALSE,NA
0,300,0.346666666666667,0.246666666666667,0.475908487935327,0.431071017608726,0.395937058893158,0.2959370332719,0.855855855855856,FALSE,NA
1,300,0.306666666666667,0.246666666666667,0.461109772421082,0.431071017608726,0.375067185574031,0.315067156848691,0.915915915915916,FALSE,NA
0,300,0.126666666666667,0.596666666666667,0.332599191553771,0.490566565876187,0.140140989879834,0.610140833399752,1.81681681681682,FALSE,NA
0,300,0.26,0.343333333333333,0.438634243989226,0.474821603926733,0.303854993206227,0.387188262051994,1.18618618618619,FALSE,NA
0,300,0.343333333333333,0.253333333333333,0.474821603926733,0.434920171474669,0.390678736425741,0.300678682181823,0.810810810810811,FALSE,NA
0,300,0.34,0.28,0.47370877129308,0.448998886412873,0.375067185574031,0.315067156848691,0.915915915915916,FALSE,NA
0,300,0.413333333333333,0.22,0.492431608336517,0.41424630354416,0.446335063570523,0.253001684998589,0.690690690690691,FALSE,NA
0,300,0.643333333333333,0.0766666666666667,0.479015193449598,0.266061814037432,0.672763422619377,0.106096720893287,0.540540540540541,FALSE,NA
0,300,0.28,0.35,0.448998886412873,0.476969600708473,0.310243828442084,0.380243752047741,1.12612612612613,FALSE,NA
0,300,0.136666666666667,0.52,0.343495107518126,0.499599839871872,0.173108293520557,0.556441524666427,1.59159159159159,FALSE,NA
1,300,0.283333333333333,0.296666666666667,0.450616861153192,0.456788304968019,0.337935744372858,0.35126904660897,1.17117117117117,FALSE,NA
0,300,0.533333333333333,0.156666666666667,0.498887651569859,0.363486206371331,0.552403285315656,0.175736592864749,0.630630630630631,FALSE,NA
1,300,0.296666666666667,0.283333333333333,0.456788304968019,0.450616861153192,0.351269095535356,0.337935696149957,0.840840840840841,FALSE,NA
0,300,0.323333333333333,0.32,0.467748745470139,0.466476151587624,0.34624646742521,0.342913066587903,1.02102102102102,FALSE,NA
0,300,0.47,0.25,0.499099188538711,0.433012701892219,0.461175355211413,0.241175310193774,0.810810810810811,FALSE,NA
0,300,0.31,0.313333333333333,0.462493243193887,0.463848634314639,0.342913119848799,0.34624641397113,0.945945945945946,FALSE,NA
0,300,0.296666666666667,0.34,0.456788304968019,0.47370877129308,0.32316660734687,0.366499875833545,1.05105105105105,FALSE,NA
0,300,0.433333333333333,0.196666666666667,0.495535624910617,0.39747816152449,0.470561035156309,0.233876364656434,0.615615615615616,FALSE,NA
0,300,0.336666666666667,0.263333333333333,0.472569806718777,0.440441697491154,0.382000000000236,0.308619313947975,0.840840840840841,FALSE,NA
0,300,0.29,0.303333333333333,0.453762052181537,0.459697968477371,0.337935744372858,0.35126904660897,1.03603603603604,FALSE,NA
0,300,0.393333333333333,0.23,0.48848973604593,0.420832508250016,0.429874771347206,0.26654139802819,0.660660660660661,FALSE,NA
0,300,0.393333333333333,0.22,0.48848973604593,0.41424630354416,0.435333966883681,0.262000586942903,0.705705705705706,FALSE,NA
0,300,0.29,0.306666666666667,0.453762052181537,0.461109772421082,0.336282673736231,0.352949271818121,1.18618618618619,FALSE,NA
0,300,0.616666666666667,0.103333333333333,0.486198404860494,0.304393750848396,0.637847723635925,0.124514359360768,0.465465465465465,FALSE,NA
0,300,0.73,0.0533333333333333,0.443959457608462,0.224697327284703,0.747782817902519,0.0711161184756204,0.510510510510511,FALSE,NA
1,300,0.363333333333333,0.213333333333333,0.480959688770506,0.409661106552992,0.422638634961857,0.272638591512487,0.765765765765766,FALSE,NA
0,300,0.313333333333333,0.286666666666667,0.463848634314639,0.45220447685631,0.358000000000284,0.331349390223991,0.825825825825826,FALSE,NA
0,300,0.343333333333333,0.31,0.474821603926733,0.462493243193887,0.361395815518122,0.328062439706002,0.960960960960961,FALSE,NA
0,300,0.0433333333333333,0.75,0.203606374054339,0.433012701892219,0.0623264322471599,0.768992640388836,2.25225225225225,FALSE,NA
0,300,0.686666666666667,0.0966666666666667,0.463848634314639,0.295503337074596,0.688330456014671,0.0983304249451374,0.540540540540541,FALSE,NA
0,300,0.366666666666667,0.29,0.481894409826699,0.453762052181537,0.383710022973413,0.307043297622567,0.795795795795796,FALSE,NA
1,300,0.303333333333333,0.26,0.459697968477371,0.438634243989226,0.366500000000267,0.323166488891602,1.00600600600601,FALSE,NA
1,300,0.283333333333333,0.296666666666667,0.450616861153192,0.456788304968019,0.337935744372858,0.35126904660897,1.12612612612613,FALSE,NA
0,300,0.18,0.486666666666667,0.384187454245971,0.499822190606042,0.204112308604703,0.51077888883346,1.44144144144144,FALSE,NA
0,300,0.63,0.106666666666667,0.482804308182932,0.308688984074406,0.644325049896908,0.120991683584904,0.525525525525526,FALSE,NA
0,300,0.526666666666667,0.17,0.499288382489407,0.375632799419859,0.540366167341784,0.183699467600667,0.615615615615616,FALSE,NA
0,300,0.313333333333333,0.283333333333333,0.463848634314639,0.450616861153192,0.359700491670806,0.329700429514857,1.02102102102102,FALSE,NA
0,300,0.216666666666667,0.39,0.411973569810276,0.487749935930288,0.262000000000476,0.435334676468015,1.33633633633634,FALSE,NA
1,300,0.273333333333333,0.286666666666667,0.445670531022887,0.45220447685631,0.337935744372858,0.35126904660897,1.14114114114114,FALSE,NA
0,300,0.273333333333333,0.33,0.445670531022887,0.47021271782035,0.316681042661331,0.373347640343458,1.17117117117117,FALSE,NA
0,300,0.296666666666667,0.31,0.456788304968019,0.462493243193887,0.337935744372858,0.35126904660897,0.975975975975976,FALSE,NA
0,300,0.32,0.283333333333333,0.466476151587624,0.450616861153192,0.363094166379709,0.326427460576322,0.915915915915916,FALSE,NA
1,300,0.253333333333333,0.283333333333333,0.434920171474669,0.450616861153192,0.329700493797962,0.359700425258047,0.990990990990991,FALSE,NA
