"trial","stopped_at_n","T1_","T2_"
84,100,0.688198010971615,0.261838929425904
85,110,0.788871450881017,0.203751767320527
86,100,0.764117462374066,0.155362118432104
87,100,0.8360498589776,0.0773871604262426
88,100,0.878638762451904,0.0944351975067976
89,100,0.726625613467613,0.155362118432104
90,100,0.791590827242769,0.140876895250788
91,100,0.754834749885384,0.210270562759469
92,100,0.736087993766994,0.0773871604262426
93,100,0.764117462374066,0.0773871604262426
94,100,0.736087993766994,0.155362118432104
95,100,0.773338457939277,0.155362118432104
96,100,0.736087993766994,0.0944351975067976
97,100,0.678449052070387,0.169497988802976
98,100,0.8360498589776,0.0773871604262426
99,100,0.81847528303085,0.0944351975067976
100,100,0.80958168899613,0.0588903835656225
101,100,0.791590827242769,0.155362118432104
102,100,0.82729866178238,0.125971102622046
103,100,0.791590827242769,0.0588903835656225
104,100,0.745491300660262,0.125971102622046
105,100,0.82729866178238,0.125971102622046
106,100,0.764117462374066,0.110542589942173
107,100,0.81847528303085,0.110542589942173
108,100,0.853326811385563,0.0944351975067976
109,100,0.717104854685158,0.110542589942173
110,100,0.80958168899613,0.169497988802976
111,100,0.80958168899613,0.110542589942173
112,100,0.81847528303085,0.125971102622046
113,100,0.764117462374066,0.110542589942173
114,120,0.778787771582528,0.187270384328655
115,100,0.764117462374066,0.125971102622046
116,100,0.80958168899613,0.169497988802976
117,100,0.63889422702008,0.155362118432104
118,100,0.726625613467613,0.110542589942173
119,100,0.773338457939277,0.125971102622046
120,100,0.707526327719587,0.210270562759469
121,130,0.762922715585732,0.232421265470007
122,100,0.63889422702008,0.155362118432104
123,100,0.764117462374066,0.110542589942173
124,100,0.82729866178238,0.0944351975067976
125,100,0.80958168899613,0.0944351975067976
126,100,0.707526327719587,0.249190318140169
127,100,0.754834749885384,0.169497988802976
128,100,0.782496648004959,0.196917161866264
129,100,0.764117462374066,0.0944351975067976
130,100,0.688198010971615,0.196917161866264
131,100,0.782496648004959,0.0944351975067976
132,100,0.800619663953337,0.0773871604262426
133,100,0.80958168899613,0.0588903835656225
134,100,0.697890562290509,0.140876895250788
135,100,0.791590827242769,0.0944351975067976
136,100,0.911115381616064,0.037639602194323
137,100,0.726625613467613,0.210270562759469
138,100,0.886902411876615,0.0773871604262426
139,100,0.903145525498589,0.0773871604262426
140,100,0.861847528526842,0.110542589942173
141,100,0.678449052070387,0.261838929425904
142,100,0.800619663953337,0.125971102622046
143,100,0.8360498589776,0.140876895250788
144,100,0.870285929038392,0.0944351975067976
145,100,0.745491300660262,0.0773871604262426
146,100,0.791590827242769,0.0944351975067976
147,100,0.800619663953337,0.155362118432104
148,100,0.754834749885384,0.140876895250788
149,100,0.707526327719587,0.0944351975067976
150,100,0.63889422702008,0.27434645463762
151,100,0.678449052070387,0.196917161866264
152,150,0.912854637002704,0.0742046040300942
153,100,0.773338457939277,0.169497988802976
154,100,0.844726706522386,0.125971102622046
155,100,0.726625613467613,0.0944351975067976
156,100,0.764117462374066,0.0944351975067976
157,100,0.791590827242769,0.110542589942173
158,100,0.745491300660262,0.140876895250788
159,100,0.861847528526842,0.125971102622046
160,100,0.736087993766994,0.155362118432104
161,100,0.878638762451904,0.037639602194323
162,100,0.707526327719587,0.210270562759469
163,100,0.773338457939277,0.140876895250788
164,110,0.729856004653266,0.250359607712209
165,100,0.668643991996867,0.125971102622046
166,100,0.8360498589776,0.0588903835656225
167,100,0.736087993766994,0.125971102622046
168,100,0.648866445396236,0.210270562759469
169,100,0.668643991996867,0.183336536212048
170,100,0.773338457939277,0.169497988802976
171,100,0.726625613467613,0.169497988802976
172,100,0.782496648004959,0.155362118432104
173,100,0.717104854685158,0.0944351975067976
174,100,0.800619663953337,0.155362118432104
175,100,0.717104854685158,0.140876895250788
176,100,0.717104854685158,0.169497988802976
177,100,0.8360498589776,0.037639602194323
178,100,0.82729866178238,0.037639602194323
179,100,0.717104854685158,0.110542589942173
180,100,0.736087993766994,0.249190318140169
181,100,0.81847528303085,0.110542589942173
182,100,0.82729866178238,0.0773871604262426
183,100,0.782496648004959,0.155362118432104
184,170,0.624679459137912,0.346052626726566
185,100,0.800619663953337,0.0773871604262426
186,100,0.791590827242769,0.125971102622046
187,100,0.697890562290509,0.236388991040688
188,100,0.754834749885384,0.223421211134818
189,100,0.800619663953337,0.037639602194323
190,100,0.736087993766994,0.125971102622046
191,100,0.886902411876615,0.110542589942173
192,100,0.870285929038392,0.0773871604262426
193,100,0.717104854685158,0.110542589942173
194,100,0.81847528303085,0.037639602194323
195,100,0.668643991996867,0.110542589942173
196,100,0.8360498589776,0.110542589942173
197,100,0.800619663953337,0.125971102622046
198,100,0.648866445396236,0.196917161866264
199,100,0.853326811385563,0.0944351975067976
200,110,0.788871450881017,0.203751767320527
201,100,0.791590827242769,0.169497988802976
202,100,0.736087993766994,0.210270562759469
203,100,0.726625613467613,0.261838929425904
204,100,0.773338457939277,0.223421211134818
205,100,0.8360498589776,0.0944351975067976
206,100,0.82729866178238,0.140876895250788
207,100,0.791590827242769,0.110542589942173
208,130,0.852433799120655,0.141995823764523
209,100,0.726625613467613,0.249190318140169
210,110,0.67743947895056,0.316883093969289
211,100,0.688198010971615,0.140876895250788
212,100,0.736087993766994,0.196917161866264
213,100,0.764117462374066,0.0773871604262426
214,100,0.697890562290509,0.169497988802976
215,100,0.608643991996867,0.27434645463762
216,100,0.80958168899613,0.0773871604262426
217,100,0.688198010971615,0.196917161866264
218,100,0.800619663953337,0.0773871604262426
219,100,0.80958168899613,0.155362118432104
220,100,0.853326811385563,0.0588903835656225
221,100,0.668643991996867,0.210270562759469
222,100,0.791590827242769,0.125971102622046
223,100,0.707526327719587,0.110542589942173
224,100,0.782496648004959,0.0944351975067976
225,100,0.782496648004959,0.169497988802976
226,120,0.75572461056988,0.240688803277161
227,100,0.853326811385563,0.0944351975067976
