"trial","stopped_at_n"
1,180
2,10050
3,440
4,4170
5,10050
6,4440
7,10050
8,5640
9,3370
10,4050
11,550
12,8840
13,130
14,4680
15,4850
16,10050
17,10050
18,10050
19,3370
20,6750
21,50
22,6730
23,1580
24,3550
25,9380
26,6420
27,5750
28,2960
29,50
30,3720
31,4470
32,2520
33,5390
34,250
35,3970
36,10050
37,4430
38,9170
39,4480
40,4340
41,10050
42,1330
43,6390
44,1900
45,5220
46,1940
47,10050
48,6960
49,6110
50,4740
51,870
52,4550
53,4400
54,6270
55,4500
56,10050
57,3500
58,8220
59,4400
60,1090
61,6050
62,6570
63,7390
64,10050
65,7900
66,10050
67,2000
68,10050
69,6590
70,5850
71,7040
72,6120
73,4040
74,1540
75,10050
76,5440
77,140
78,5600
79,3950
80,10050
81,6760
82,10050
83,5070
84,5720
85,10050
86,820
87,7270
88,7240
89,10050
90,210
91,210
92,600
93,4600
94,2440
95,6410
96,2610
97,10050
98,5380
99,3770
100,2160
101,6270
102,4000
103,10050
104,2510
105,9740
106,4040
107,9710
108,2890
109,2710
110,5080
111,3640
112,3570
113,4740
114,10050
115,3600
116,7390
117,520
118,1600
119,6320
120,5970
121,2500
122,4730
123,10050
124,10050
125,5440
126,7220
127,6990
128,4040
129,5590
130,4970
131,10050
132,5050
133,5060
134,5740
135,10050
136,60
137,8490
138,10050
139,6130
140,1080
141,2900
142,4070
143,2560
144,10050
145,4000
146,4360
147,4610
148,8440
149,9030
150,10050
151,7980
152,7040
153,50
154,5760
155,10050
156,50
157,4610
158,2340
159,1160
160,9380
161,7790
162,3160
163,3690
164,6980
165,130
166,6870
167,6070
168,6470
169,10050
170,7110
171,660
172,6360
173,10050
174,5170
175,10050
176,6380
177,2810
178,2250
179,2720
180,3750
181,50
182,50
183,5600
184,5030
185,8180
186,7800
187,5050
188,5890
189,3320
190,6020
191,1000
192,6790
193,10050
194,3960
195,90
196,3010
197,10050
198,2570
199,280
200,10050
201,2950
202,6960
203,660
204,7140
205,10050
206,10050
207,4200
208,10050
209,5830
210,2750
211,10050
212,4300
213,2450
214,5800
215,9670
216,8390
217,8580
218,1850
219,50
220,3700
221,50
222,5680
223,5060
224,6550
225,4120
226,9340
227,9420
228,1220
229,3920
230,2140
231,50
232,10050
233,10050
234,50
235,5320
236,3710
237,450
238,1460
239,2530
240,8190
241,3390
242,10050
243,1040
244,10050
245,2140
246,10050
247,3260
248,50
249,270
250,7000
