"violation","n","T1","T2","s1","s2","alpha_allowed","beta_allowed","eta_star","used_fallback_eta","error"
1,3000,0.302,0.287666666666667,0.459125255240876,0.452674889468762,0.351772851831499,0.337439452718672,0.960960960960961,FALSE,NA
1,3000,0.300666666666667,0.314666666666667,0.458547949752501,0.464382983705858,0.33760489255494,0.351604846508274,1.02102102102102,FALSE,NA
1,3000,0.312333333333333,0.311666666666667,0.463444950584449,0.463174433184255,0.344911671805412,0.344244965672588,1.00600600600601,FALSE,NA
1,3000,0.232,0.403666666666667,0.422108990664733,0.49063213193684,0.262755539049403,0.434422113256597,1.29129129129129,FALSE,NA
1,3000,0.284666666666667,0.330666666666667,0.451255532437615,0.470453209386675,0.321865624192181,0.367865566544568,1.0960960960961,FALSE,NA
1,3000,0.421666666666667,0.213,0.49382576774495,0.409427649286171,0.454844132423176,0.24617742271137,0.795795795795796,FALSE,NA
1,3000,0.262666666666667,0.323666666666667,0.440082820488245,0.467874508341238,0.314583628782212,0.375583586878593,1.18618618618619,FALSE,NA
1,3000,0.291,0.324,0.454223513261918,0.468,0.32822615956539,0.361226088513645,1.06606606606607,FALSE,NA
1,3000,0.312,0.313333333333333,0.463309831538248,0.463848634314639,0.343911852843092,0.345245146645125,1.00600600600601,FALSE,NA
1,3000,0.426333333333333,0.224666666666667,0.49454344826539,0.417362618780786,0.450938964843848,0.249294796726259,0.750750750750751,FALSE,NA
1,3000,0.364,0.255,0.481148625686492,0.43586121644395,0.40069290613217,0.291692851695982,0.855855855855856,FALSE,NA
1,3000,0.267,0.353666666666667,0.442392359789362,0.478107263650695,0.302265358558477,0.388931946772354,1.14114114114114,FALSE,NA
1,3000,0.308,0.31,0.461666546329708,0.462493243193887,0.343578819530721,0.345578783368898,1.00600600600601,FALSE,NA
1,3000,0.304,0.289,0.459982608366882,0.453297915283095,0.352108829909139,0.337108784790763,0.960960960960961,FALSE,NA
1,3000,0.160333333333333,0.525,0.36691491596221,0.499374608885954,0.180500000000639,0.545167562183119,1.51651651651652,FALSE,NA
1,3000,0.286333333333333,0.335333333333333,0.452047072278491,0.472106861726123,0.320404326693214,0.369404281065408,1.11111111111111,FALSE,NA
1,3000,0.298666666666667,0.294666666666667,0.457673342995732,0.455892774917767,0.346580448955197,0.342580412545591,0.960960960960961,FALSE,NA
1,3000,0.284666666666667,0.328,0.451255532437615,0.469484824035879,0.32316660734687,0.366499875833545,1.12612612612613,FALSE,NA
1,3000,0.219666666666667,0.431333333333333,0.414020799262817,0.49526244445636,0.24484991947822,0.456516501766968,1.27627627627628,FALSE,NA
1,3000,0.297333333333333,0.32,0.457084480399655,0.466476151587624,0.333314715951973,0.355981316858946,1.14114114114114,FALSE,NA
1,3000,0.280666666666667,0.343,0.449324925737365,0.474711491329207,0.313938964844122,0.376272954841004,1.2012012012012,FALSE,NA
1,3000,0.275,0.355,0.446514277487294,0.478513322698543,0.305438964844139,0.385457085061645,1.15615615615616,FALSE,NA
1,3000,0.367,0.269333333333333,0.481986514334167,0.443613445342777,0.394707690292171,0.297040966912966,0.870870870870871,FALSE,NA
1,3000,0.292666666666667,0.323,0.45498669089204,0.467622711167882,0.329561035156591,0.359844526260047,1.06606606606607,FALSE,NA
1,3000,0.253,0.367,0.434730951279064,0.481986514334167,0.289344596644636,0.403344525695664,1.24624624624625,FALSE,NA
1,3000,0.290666666666667,0.313333333333333,0.454069989710348,0.463848634314639,0.333314715951973,0.355981316858946,1.06606606606607,FALSE,NA
1,3000,0.297666666666667,0.327666666666667,0.457232131659863,0.469362570112085,0.329700493797962,0.359700425258047,1.08108108108108,FALSE,NA
1,3000,0.246,0.380666666666667,0.430678534408206,0.485550775465919,0.279710753821711,0.414377336551238,1.17117117117117,FALSE,NA
