"trial","stopped_at_n","T1_","T2_"
1,10100,0.344927525693548,0.304142221550047
2,290,0.998038402273848,0
3,10100,0.986397715109844,0.00145073225435562
4,10100,0.333690710384229,0.327666596647835
5,10100,0.336500907762058,0.305752303992301
6,10100,0.988034524473182,0.00239927704826064
7,10100,0.327566168418748,0.32796787612927
8,10100,0.336601259621244,0.310983446282621
9,10100,0.300820675465476,0.354450561525819
10,10100,0.324452461647436,0.321036461086134
11,10100,0.330679041010703,0.313799195141165
12,10100,0.32796787612927,0.314704106940857
13,10100,0.325758311643729,0.328771249943503
14,10100,0.332486135254492,0.337404043968094
15,10100,0.321639358638227,0.334192580347807
16,10100,0.984573627409132,0.00194013885963285
17,1440,0.999324341888869,0
18,10100,0.330980242724501,0.313799195141165
19,10100,0.986138038676582,0.00194013885963285
20,10100,0.994554582723774,0.00209583974773777
21,10100,0.32374925042105,0.326963580807957
22,1440,0.997703246662652,0
23,10100,0.326963580807957,0.306657871477672
24,10100,0.329373743954945,0.312994767817743
25,10100,0.32415109066318,0.311687450052865
26,10100,0.323347396150137,0.312089717967362
27,10100,0.321538877918762,0.330377831547152
28,10100,0.325155629991112,0.3206345117232
29,10100,0.99479591532292,0.00178118180347517
30,10100,0.323849711796193,0.335798420973713
31,150,0.998516024932308,0
32,10100,0.324452461647436,0.3206345117232
33,10100,0.32726487852249,0.338407448202997
34,10100,0.303739663892429,0.340012719358993
35,10100,0.327767024009133,0.304746030222874
36,10100,0.338407448202997,0.307060321976106
37,10100,0.992094793058476,0.00209583974773777
38,10100,0.316513712286308,0.33921011076028
39,10100,0.350341530309496,0.294073780525976
40,10100,0.325557421250533,0.316513712286308
41,10100,0.329976206863618,0.334594060954365
42,10100,0.993005485199095,0.00109557934789862
43,10100,0.312290846489419,0.342721126377247
44,10100,0.315106266579617,0.337103006194629
45,10100,0.342921724824296,0.300921343313833
46,10100,0.319629576387409,0.338307111584186
47,10100,0.318122007061059,0.333088438224793
48,10100,0.328771249943503,0.314000292954327
49,10100,0.333289199032406,0.317619439476389
50,10100,0.330679041010703,0.315206804243905
51,10100,0.322342698997731,0.330679041010702
52,10100,0.330980242724501,0.328068300888562
53,10100,0.317317888228528,0.341818391955189
54,4140,0.995673703564114,0
55,10100,0.328068300888562,0.329273330447587
56,10100,0.294375971498082,0.352947416873754
57,10100,0.317418406203152,0.335898778777872
58,10100,0.343423206320223,0.308267585300771
59,10100,0.323246930388644,0.323045996231486
60,1440,0.993084805539999,0
61,10100,0.992592655583895,0.00161833590334475
62,10100,0.304343494813864,0.348436877480587
63,10100,0.333389578152965,0.311486310656204
64,10100,0.317619439476389,0.324050631917023
65,10100,0.304142221550047,0.348236370401432
66,2440,0.994419990969488,0
67,310,0.998230820451476,0
68,1700,0.999804060887243,0
69,10100,0.317920982699959,0.316111602858891
70,10100,0.322242224445777,0.314603564784485
71,10100,0.322242224445777,0.315307341010545
72,10100,0.325557421250533,0.317317888228528
73,10100,0.307462757767675,0.339511095302488
74,10100,0.327666596647835,0.328771249943503
75,500,0.998124032374104,0
76,10100,0.332084582800792,0.311385739597096
77,10100,0.312894210340064,0.334292951779166
78,10100,0.332385748427337,0.312994767817743
79,10100,0.327164446819979,0.325155629991112
80,10100,0.335698062319435,0.30897176130362
81,10100,0.993170062518123,0.00161833590334475
82,10100,0.302531901715183,0.341417154879965
83,10100,0.332686906337562,0.333791086085227
84,10100,0.325256079115675,0.3217398384759
85,10100,0.323950172294772,0.323548325040134
86,10100,0.30243124881663,0.356855212077805
87,130,0.997937094123795,0
88,10100,0.348537129782235,0.306859098566353
89,100,0.964678327218939,0
90,190,0.999193987398995,0
91,10100,0.353849325686809,0.29084987241912
92,10100,0.328771249943503,0.31319588006337
93,10100,0.321639358638227,0.319328078508252
94,10100,0.35094293793489,0.307764574970595
95,10100,0.337404043968094,0.311285167630448
96,10100,0.34472696060523,0.303236445928161
97,10100,0.310480559193997,0.34583002743707
98,10100,0.323447861033888,0.318021495325805
99,10100,0.312089717967362,0.34322261622745
100,10100,0.334192580347807,0.31601107326427
101,10100,0.343022022794141,0.307663970153905
102,10100,0.321237430467209,0.314503021728926
103,10100,0.317016328949627,0.328469991259154
104,10100,0.325155629991112,0.326662275268995
105,10100,0.317317888228528,0.332686906337562
106,10100,0.295383212629624,0.36016084503762
107,10100,0.351644542828416,0.301827311839328
108,10100,0.324452461647436,0.312089717967362
109,10100,0.303840304698793,0.346130846402593
110,10100,0.329976206863618,0.329674979294118
111,10100,0.317820469183274,0.336701610631984
112,10100,0.984573627409132,0.00224876211077392
113,10100,0.330377831547152,0.315005728017424
114,10100,0.318021495325805,0.333389578152965
115,10100,0.319830570539892,0.332988056537309
116,7020,0.998586755775003,0
117,270,0.999790969114791,0
118,250,0.999690409447014,0
119,10100,0.326360961899432,0.309273537304058
120,10100,0.987519159795078,0.00161833590334475
121,10100,0.993580039588304,0.00145073225435562
122,10100,0.300921343313833,0.352746983710191
123,10100,0.294980327632022,0.362564390995786
124,10100,0.314704106940857,0.338909118630157
125,100,0.300443098830296,0.300443098830296
126,10100,0.326863146497988,0.316815284965329
127,10100,0.314201387164558,0.340313683693478
128,10100,0.320935975070862,0.316815284965329
129,10100,0.339009450183638,0.306758485482017
130,10100,0.315206804243905,0.335698062319435
131,10100,0.31973007390685,0.311486310656204
132,10100,0.324954729121178,0.322945527835347
133,10100,0.986484202825623,0.00194013885963285
134,10100,0.31078229417484,0.342319919448217
135,10100,0.331783409452067,0.31410084050968
136,10100,0.311888585822546,0.329474156598337
137,10100,0.317920982699959,0.33921011076028
138,10100,0.318825564292141,0.339310439783847
139,10100,0.324653371260768,0.332184972200704
140,170,0.998911185224566,0
141,10100,0.320534022172558,0.323347396150137
142,10100,0.294375971498082,0.358658393592902
143,10100,0.334192580347807,0.317820469183274
144,10100,0.393569480821489,0.256835704249177
145,10100,0.993824970467311,0.000902878894366072
146,10100,0.31601107326427,0.330779442442758
147,10100,0.334192580347807,0.30897176130362
148,10100,0.327867450502869,0.325657866883314
149,10100,0.317619439476389,0.34312231992846
150,10100,0.328269147806721,0.307060321976106
151,500,0.955120905196006,0
152,10100,0.327465739321647,0.327767024009133
153,10100,0.324653371260768,0.32796787612927
154,10100,0.988377267194415,0.00209583974773777
155,10100,0.348336624353714,0.303840304698793
156,10100,0.322141749013469,0.317719954775501
157,10100,0.346030574243885,0.312894210340064
158,10100,0.371773730266244,0.284096593628221
159,10100,0.330076614327893,0.307865178870034
160,850,0.994941923292933,0
161,10100,0.330980242724501,0.325356527366945
162,10100,0.992344049053308,0.00178118180347517
