"eta","alpha","beta"
0,-0.000436311107925524,0.997465908285988
0.015015015015015,-0.000411990892617231,0.996058181723398
0.03003003003003,-0.000375020024112604,0.994456388912097
0.045045045045045,-0.000321229431449854,0.992645275432143
0.0600600600600601,-0.000244326610780332,0.990937703190519
0.0750750750750751,-8.35964945036238e-05,0.98897736540462
0.0900900900900901,0.000623974087237134,0.982878250821682
0.105105105105105,0.00166522317516304,0.974492721835321
0.12012012012012,0.00299142206279324,0.964404149244292
0.135135135135135,0.00487264506983598,0.951204777579551
0.15015015015015,0.00758601100693856,0.933620792004723
0.165165165165165,0.0109146435001954,0.91307933083752
0.18018018018018,0.0145424212294409,0.891919364876624
0.195195195195195,0.0180709077567813,0.87312044671116
0.21021021021021,0.0217749666537083,0.854389525003929
0.225225225225225,0.0255708743184784,0.836133556204033
0.24024024024024,0.0291041856056564,0.820278740697674
0.255255255255255,0.0322933410988619,0.807086912764386
0.27027027027027,0.0353834751683388,0.795165489855981
0.285285285285285,0.038484064255868,0.783918114831787
0.3003003003003,0.0416695989298618,0.773001746036873
0.315315315315315,0.0449994648679912,0.76218542977598
0.33033033033033,0.0485371408738716,0.751260730359774
0.345345345345345,0.0523540814039682,0.740027645536247
0.36036036036036,0.0565439469749875,0.728257721349026
0.375375375375375,0.0612438596258521,0.71562809981592
0.39039039039039,0.0665986647511813,0.701837674827134
0.405405405405405,0.0727393649488571,0.686634995821501
0.42042042042042,0.0796572414284623,0.670100790250656
0.435435435435435,0.0871928429551881,0.652637733211079
0.45045045045045,0.0951111359891295,0.634794653270908
0.465465465465465,0.103173166091777,0.617105210559378
0.48048048048048,0.111108518801889,0.600149892612444
0.495495495495495,0.118677595132998,0.584426010518611
0.510510510510511,0.12567533822859,0.570315477955946
0.525525525525526,0.132077281050503,0.557798777302718
0.540540540540541,0.137979336959119,0.546606807092806
0.555555555555556,0.143497038726804,0.536451489587929
0.570570570570571,0.148744725761588,0.527066451632433
0.585585585585586,0.153786064249279,0.518295143775508
0.600600600600601,0.158679228538599,0.510006716104807
0.615615615615616,0.163497276931769,0.50205539590818
0.630630630630631,0.168244842840925,0.49441327411012
0.645645645645646,0.172965518777779,0.486996307247251
0.660660660660661,0.177699404288047,0.479738296113995
0.675675675675676,0.182460582215233,0.472603411153629
0.690690690690691,0.187246446332962,0.465592437600366
0.705705705705706,0.192105743766648,0.458626353871393
0.720720720720721,0.197059076158579,0.451681570896071
0.735735735735736,0.202096490054886,0.444765004572772
0.750750750750751,0.207240520488931,0.437843964010113
0.765765765765766,0.212526859445014,0.430873971118662
0.780780780780781,0.217926271261662,0.423896492380534
0.795795795795796,0.22345034835009,0.416891710869241
0.810810810810811,0.229166878710998,0.40978006777492
0.825825825825826,0.23501717424709,0.402634085315316
0.840840840840841,0.241001964658341,0.395457381943561
0.855855855855856,0.247149869223039,0.388213881722553
0.870870870870871,0.253445273937671,0.380922609130914
0.885885885885886,0.25985228682813,0.373631391476795
0.900900900900901,0.266367659537441,0.366337304171702
0.915915915915916,0.273008530055782,0.359025843728097
0.930930930930931,0.279676333026759,0.351801627295616
0.945945945945946,0.286458714611262,0.344569969363441
0.960960960960961,0.293212408935763,0.337481653999588
0.975975975975976,0.300004130812828,0.330460293857511
0.990990990990991,0.306760412620575,0.32358443891593
1.00600600600601,0.313497896685687,0.316827420037873
1.02102102102102,0.320141227980153,0.310263448195378
1.03603603603604,0.326724011218339,0.303852842515191
1.05105105105105,0.333241814115928,0.297597339117164
1.06606606606607,0.33963844174491,0.291545299234475
1.08108108108108,0.345946974829692,0.285658858512183
1.0960960960961,0.352126852341272,0.279972020028853
1.11111111111111,0.358172289320448,0.274485061784206
1.12612612612613,0.364100947614265,0.269175351249563
1.14114114114114,0.369913908839294,0.264038040685023
1.15615615615616,0.3756271264876,0.259055939599355
1.17117117117117,0.381213247974796,0.254247595704812
1.18618618618619,0.38666265770756,0.249616615820853
1.2012012012012,0.391974671512705,0.245158479802227
1.21621621621622,0.397218663238724,0.240814121591369
1.23123123123123,0.402336155589842,0.236626154599399
1.24624624624625,0.40732406649296,0.232592751323088
1.26126126126126,0.412272595489953,0.228640801760388
1.27627627627628,0.417091484621975,0.224836356639568
1.29129129129129,0.42185367200122,0.22112244395727
1.30630630630631,0.426477691211904,0.217557837481684
1.32132132132132,0.431077279370039,0.214052767185783
1.33633633633634,0.435573888495184,0.210664203334973
1.35135135135135,0.440011555705586,0.207359499563804
1.36636636636637,0.444372638282074,0.20414506586466
1.38138138138138,0.44869856725726,0.200994778990157
1.3963963963964,0.452959875668866,0.197922976598599
1.41141141141141,0.457159886246007,0.194929168155256
1.42642642642643,0.461354104691346,0.191970676245481
1.44144144144144,0.465431458503313,0.189124669545352
1.45645645645646,0.469579448110753,0.186259674972795
1.47147147147147,0.473607794595234,0.183506968513281
1.48648648648649,0.477621633674345,0.180789852754901
1.5015015015015,0.481642137982326,0.178098125452118
1.51651651651652,0.485616009858588,0.175463273614295
1.53153153153153,0.4895695609271,0.172866267422109
1.54654654654655,0.493509193726545,0.170306531311156
1.56156156156156,0.497446048270051,0.167771955579041
1.57657657657658,0.501344728901371,0.165285205747618
1.59159159159159,0.505237862967872,0.162827347472443
1.60660660660661,0.509151534591581,0.160378909908301
1.62162162162162,0.513029475366786,0.157974748294325
1.63663663663664,0.516877573005068,0.155612308865475
1.65165165165165,0.520775275945612,0.153240964601362
1.66666666666667,0.524654254104003,0.150901629720069
1.68168168168168,0.528455100742946,0.148630604739224
1.6966966966967,0.532340363048644,0.146330211546123
1.71171171171171,0.536220774741481,0.144051935705535
1.72672672672673,0.540004180931424,0.141850624728443
1.74174174174174,0.543832434756057,0.139642609429364
1.75675675675676,0.547690329893161,0.137436200405806
1.77177177177177,0.551479649574005,0.135287558990632
1.78678678678679,0.555217803735331,0.133185536176571
1.8018018018018,0.559022837734708,0.131064178470193
1.81681681681682,0.562811418759001,0.128969152238879
1.83183183183183,0.566500155937916,0.126946705549678
1.84684684684685,0.570174691250061,0.124947681696376
1.86186186186186,0.573869977089829,0.122953570201835
1.87687687687688,0.577529326238668,0.120995243272527
1.89189189189189,0.581114125060275,0.119092228303489
1.90690690690691,0.584671453421466,0.117218197912619
1.92192192192192,0.588198074979164,0.115374461335221
1.93693693693694,0.591655343371764,0.113581168092994
1.95195195195195,0.595045945411682,0.111836419996699
1.96696696696697,0.598422628992442,0.110112168634375
1.98198198198198,0.601756010981176,0.108422731356651
1.996996996997,0.605043019421188,0.106769230486005
2.01201201201201,0.608268927947892,0.105158637035065
2.02702702702703,0.611395671696745,0.10360962802981
2.04204204204204,0.614470220651482,0.102097542807741
2.05705705705706,0.617492577311977,0.100621908293157
2.07207207207207,0.620459932677416,0.0991835115003604
2.08708708708709,0.623369442720012,0.0977832678346147
2.1021021021021,0.62621548461009,0.0964232882119048
2.11711711711712,0.628998250521007,0.0951028721754822
2.13213213213213,0.631737848329497,0.0938122679248333
2.14714714714715,0.634445730694624,0.092545880787475
2.16216216216216,0.637090697404132,0.0913175954587787
2.17717717717718,0.639673047605757,0.0901266334606754
2.19219219219219,0.642190196068145,0.0889736277319745
2.20720720720721,0.644642499591335,0.0878577510628542
2.22222222222222,0.647027482733772,0.0867794825879659
2.23723723723724,0.649454884088942,0.0856902954831424
2.25225225225225,0.651823550857741,0.0846344825348475
2.26726726726727,0.654119709916505,0.0836176131404161
2.28228228228228,0.656284479663405,0.0826652939665304
2.2972972972973,0.658478094252148,0.0817069464742962
2.31231231231231,0.660653061572392,0.0807629772419623
2.32732732732733,0.662762423514659,0.0798528714444938
2.34234234234234,0.664826003368633,0.0789676782880588
2.35735735735736,0.666892387271373,0.078088602256808
2.37237237237237,0.668866038894083,0.0772538516883774
2.38738738738739,0.670772748081977,0.0764514409823164
2.4024024024024,0.67281034925847,0.0756002491603707
2.41741741741742,0.674680694877865,0.074824214501069
2.43243243243243,0.676457171636017,0.0740907271772986
2.44744744744745,0.678388834389214,0.073298884278478
2.46246246246246,0.680198973011433,0.0725610756797717
2.47747747747748,0.681906853162468,0.0718693246900716
2.49249249249249,0.683723218505714,0.0711382104682579
2.50750750750751,0.685422115466887,0.0704577561399821
2.52252252252252,0.687113945038155,0.0697853990818726
2.53753753753754,0.688816737780207,0.0691118510987733
2.55255255255255,0.690443115699563,0.0684722404348072
2.56756756756757,0.692084490671398,0.0678314346030626
2.58258258258258,0.693672827600258,0.0672133001777904
2.5975975975976,0.695288722323453,0.0665901078351888
2.61261261261261,0.696816558991973,0.0660030427869283
2.62762762762763,0.698427131262539,0.0653880255403747
2.64264264264264,0.699894883212496,0.064831228707086
2.65765765765766,0.701454370627659,0.0642418996997429
2.67267267267267,0.702910898247341,0.0636959409939981
2.68768768768769,0.704357912959095,0.0631552235822935
2.7027027027027,0.705864967091506,0.0625963693059465
2.71771771771772,0.707216201621578,0.0620971143063152
2.73273273273273,0.708760168459161,0.0615306411548269
2.74774774774775,0.710026837094459,0.0610679280868482
2.76276276276276,0.711596859585718,0.0604979671998433
2.77777777777778,0.712797955259612,0.0600642126632068
2.79279279279279,0.71433050251747,0.0595138996703408
2.80780780780781,0.715524514417924,0.0590872872842648
2.82282282282282,0.717009352027137,0.0585598595108137
2.83783783783784,0.718196400291544,0.0581401117803445
2.85285285285285,0.719644262958345,0.0576313422172654
2.86786786786787,0.720816558256183,0.0572210488679585
2.88288288288288,0.722238098246842,0.0567268296855934
2.8978978978979,0.723405967930375,0.056322350224409
2.91291291291291,0.724791091630733,0.0558457565666304
2.92792792792793,0.725954479457137,0.0554470443673626
2.94294294294294,0.727306045867637,0.0549866995573351
2.95795795795796,0.72846489376383,0.0545937051225836
2.97297297297297,0.729780629294837,0.054149973413454
2.98798798798799,0.730934877141137,0.053762646934544
3.003003003003,0.732220179067307,0.0533333534892088
3.01801801801802,0.733369764519199,0.0529516416241854
