"trial","stopped_at_n"
1,2970
2,9470
3,6230
4,4490
5,4950
6,10050
7,6700
8,6170
9,3310
10,7650
11,6520
12,160
13,10050
14,1580
15,8300
16,4980
17,9440
18,2190
19,3630
20,3800
21,3650
22,2080
23,9630
24,3210
25,2780
26,10050
27,5690
28,5760
29,3170
30,7050
31,5020
32,7190
33,6030
34,10050
35,3160
36,480
37,8410
38,7320
39,7700
40,50
41,3230
42,9870
43,7310
44,2890
45,6780
46,2410
47,3630
48,7240
49,8380
50,5650
51,400
52,4830
53,820
54,9390
55,550
56,970
57,50
58,50
59,4950
60,6410
61,4450
62,2690
63,2920
64,4050
65,1000
66,4620
67,770
68,6240
69,80
70,9340
71,10050
72,10050
73,2160
74,3230
75,2680
76,5280
77,5740
78,4360
79,6330
80,2750
81,6220
82,1690
83,50
84,1950
85,8270
86,250
87,7810
88,400
89,50
90,4000
91,4610
92,8340
93,6660
94,8820
95,6780
96,5040
97,2570
98,3090
99,4030
100,3830
101,570
102,1470
103,4250
104,10050
105,3090
106,2390
107,2900
108,160
109,4590
110,570
111,840
112,5660
113,3950
114,3570
115,2040
116,90
117,4940
118,5400
119,10050
120,6800
121,6990
122,3200
123,5410
124,8480
125,2040
126,6920
127,10020
128,6330
129,7350
130,4130
131,6930
132,5200
133,10050
134,7470
135,4040
136,80
137,1080
138,4360
139,50
140,50
141,6450
142,1390
143,7610
144,10050
145,4000
146,1390
147,6780
148,4260
149,4300
150,2590
151,9550
152,5120
153,5520
154,4860
155,2830
156,10050
157,2820
158,5460
159,2150
160,7930
161,1360
162,670
163,6270
164,3380
165,10050
166,1990
167,460
168,8050
169,10050
170,910
171,5730
172,6660
173,5350
174,4070
175,6770
176,10010
177,4160
178,650
179,200
180,5460
181,7890
182,4210
183,3920
184,2400
185,2970
186,4540
187,10050
188,10050
189,1710
190,4400
191,3480
192,3940
193,7860
194,3160
195,1600
196,6150
197,160
198,2570
199,7850
200,50
201,5870
202,10050
203,6920
204,3090
205,50
206,2360
207,1980
208,6050
209,5990
210,9080
211,7240
212,5550
213,90
214,590
215,9650
216,3140
217,160
218,5730
219,3160
220,70
221,8610
222,5620
223,580
224,4910
225,4000
226,3770
227,90
228,3430
229,4000
230,2360
231,2480
232,50
233,2120
234,3030
235,7070
236,10050
237,2420
238,60
239,3410
240,2090
241,1250
242,4520
243,8820
244,8030
245,6880
246,5940
247,3340
248,3350
249,5690
250,50
