"trial","stopped_at_n"
1,3640
2,1030
3,90
4,1340
5,880
6,1390
7,1420
8,2200
9,520
10,1390
11,2940
12,1350
13,3580
14,1850
15,2360
16,480
17,2230
18,1390
19,490
20,2040
21,50
22,1010
23,2320
24,2470
25,1390
26,2760
27,160
28,3420
29,880
30,1620
31,2920
32,350
33,1390
34,1810
35,820
36,2530
37,1900
38,1390
39,2370
40,3720
41,850
42,490
43,2470
44,780
45,1950
46,1200
47,2050
48,1700
49,2200
50,1200
51,700
52,2310
53,2450
54,2520
55,740
56,2040
57,1180
58,360
59,2380
60,1390
61,2310
62,2330
63,3800
64,1390
65,2360
66,2630
67,2360
68,2220
69,4380
70,1540
71,870
72,2510
73,1590
74,1870
75,2360
76,820
77,1390
78,4110
79,2760
80,690
81,900
82,1490
83,3700
84,610
85,1930
86,800
87,670
88,90
89,1620
90,1370
91,1790
92,1480
93,2880
94,1420
95,1400
96,1420
97,1030
98,280
99,1810
100,1590
101,4000
102,1010
103,1620
104,1570
105,160
106,1180
107,1980
108,2380
109,1390
110,1780
111,1770
112,1390
113,2360
114,3340
115,2360
116,50
117,1820
118,910
119,990
120,1410
121,3670
122,970
123,1390
124,1580
125,1690
126,2750
127,1370
128,680
129,2380
130,2240
131,1140
132,90
133,1670
134,1530
135,1060
136,980
137,2380
138,2320
139,2340
140,1830
141,930
142,1450
143,1080
144,4000
145,3290
146,1180
147,2800
148,2360
149,2850
150,3370
151,1540
152,2540
153,160
154,3250
155,1540
156,1630
157,3340
158,4840
159,160
160,520
161,100
162,1610
163,4000
164,160
165,3140
166,1650
167,2940
168,680
169,1390
170,1920
171,2360
172,660
173,480
174,160
175,2550
176,1400
177,1840
178,1640
179,1050
180,3600
181,3570
182,2140
183,2000
184,1390
185,2530
186,3500
187,1310
188,750
189,570
190,2360
191,3040
192,2130
193,2490
194,2340
195,600
196,2580
197,3010
198,1430
199,1360
200,840
201,520
202,1510
203,800
204,1460
205,2180
206,920
207,1670
208,640
209,2360
210,2000
211,2360
212,820
213,700
214,4000
215,780
216,1450
217,2050
218,870
219,1440
220,1560
221,1970
222,2430
223,510
224,770
225,410
226,1420
227,820
228,2380
229,180
230,2040
231,2610
232,2380
233,50
234,490
235,1960
236,1270
237,780
238,530
239,1920
240,2150
241,1390
242,2360
243,160
244,2360
245,1420
246,3280
247,440
248,510
249,3110
250,3050
