"trial","stopped_at_n"
1,410
2,380
3,200
4,210
5,300
6,320
7,110
8,120
9,170
10,190
11,140
12,290
13,160
14,570
15,290
16,330
17,680
18,190
19,490
20,250
21,280
22,290
23,320
24,280
25,110
26,120
27,180
28,170
29,170
30,480
31,170
32,290
33,290
34,190
35,190
36,170
37,120
38,170
39,130
40,170
41,100
42,170
43,190
44,170
45,500
46,310
47,160
48,160
49,240
50,170
51,380
52,170
53,120
54,110
55,220
56,130
57,220
58,300
59,220
60,260
61,500
62,500
63,260
64,170
65,110
66,280
67,290
68,170
69,100
70,150
71,600
72,380
73,110
74,100
75,380
76,100
77,200
78,310
79,280
80,310
81,100
82,170
83,100
84,110
85,100
86,180
87,100
88,100
89,500
90,210
91,310
92,120
93,120
94,190
95,280
96,280
97,110
98,100
99,120
100,290
101,100
102,270
103,170
104,230
105,170
106,500
107,360
108,190
109,260
110,170
111,170
112,300
113,290
114,120
115,140
116,170
117,190
118,290
119,100
120,370
121,150
122,210
123,200
124,280
125,280
126,170
127,150
128,170
129,290
130,290
131,380
132,120
133,400
134,200
135,290
136,110
137,290
138,250
139,360
140,130
141,290
142,290
143,420
144,380
145,300
146,290
147,290
148,200
149,290
150,180
151,100
152,170
153,280
154,170
155,270
156,110
157,150
158,290
159,290
160,370
161,230
162,260
163,280
164,290
165,150
166,170
167,320
168,230
169,280
170,300
171,120
172,190
173,170
174,360
175,490
176,100
177,100
178,110
179,240
180,140
181,230
182,220
183,100
184,170
185,170
186,170
187,170
188,180
189,260
190,100
191,310
192,260
193,100
194,290
195,500
196,180
197,170
198,170
199,370
200,170
201,140
202,560
203,290
204,150
205,140
206,240
207,290
208,300
209,650
210,390
211,410
212,290
213,170
214,280
215,290
216,100
217,320
218,170
219,130
220,260
221,320
222,220
223,220
224,170
225,170
226,270
227,170
228,280
229,100
230,110
231,170
232,210
233,200
234,100
235,420
236,180
237,550
238,220
239,180
240,540
241,310
242,340
243,220
244,350
245,320
246,390
247,170
248,440
249,290
250,500
