"trial","stopped_at_n","T1_","T2_","s1","s2","beta_allowed","reason"
1,60,0.342777549253802,0.444178261053067,0.4,0.450616861153192,0.462115494696371,"violation"
2,330,0.398085810872521,0.404498377539049,0.468091096437243,0.470322164559215,0.404508204870888,"violation"
3,140,0.336070685478336,0.462775549068294,0.424444414764159,0.476969600708473,0.469395674050151,"violation"
4,190,0.376379548765362,0.405080401789632,0.451037584960601,0.462709112717363,0.426615838177762,"violation"
5,200,0.37502891873412,0.418411457881921,0.451414443721067,0.46837484987988,0.428012329308347,"violation"
6,220,0.357635475617018,0.440934234208097,0.445361771415123,0.476969600708473,0.446221447829495,"violation"
7,280,0.404744673604632,0.389507418349699,0.46837484987988,0.462786039512156,0.397850357949652,"violation"
8,90,0.357162046303342,0.434165027226666,0.422952584681651,0.458257569495584,0.446723002647,"violation"
9,430,0.398383061865219,0.403261583256831,0.471129730927672,0.472757008145491,0.404209774470921,"violation"
10,90,0.383254846453587,0.408911336999542,0.436173031697567,0.447903208238808,0.419545411114639,"violation"
11,320,0.386669351385043,0.409865939667393,0.463512405443479,0.471771511830674,0.416057612191359,"violation"
12,70,0.332389376993842,0.467933769009114,0.4,0.464230765979198,0.473420177162057,"violation"
13,50,0.381723892499601,0.406735455758366,0.41424630354416,0.427083130081252,0.421114297333266,"violation at burn-in"
14,340,0.396320009556072,0.399432172575525,0.467822756487849,0.468921681363312,0.406283384809197,"violation"
15,170,0.372834154388484,0.405160589525071,0.447252280124009,0.460780141825086,0.430286929799699,"violation"
16,160,0.394768500866394,0.401634791022472,0.455478800275051,0.458257569495584,0.407846493764878,"violation"
17,440,0.382581019997771,0.418318362031409,0.4657704893618,0.477678399022357,0.420235545067322,"violation"
18,120,0.416701005934578,0.369803732524429,0.458257569495584,0.43771819955563,0.386038330242631,"violation"
19,90,0.421586720833001,0.370265395347116,0.453246178986025,0.429757324573638,0.381263492477088,"violation"
20,290,0.409856426765983,0.384147477431823,0.470585437496055,0.46120609087909,0.392778068237005,"violation"
