mechanism,eps_claim,tau_mmd,mmd_hat,delta_mmd
NonDPGaussian1,1.7888607594936712,1.0091516221376777,0.285831774445323,-0.7233198476923548
NonDPGaussian1,1.826708860759494,1.0221103443567348,0.285831774445323,-0.7362785699114118
NonDPGaussian1,1.8645569620253166,1.0347194141011844,0.285831774445323,-0.7488876396558615
NonDPGaussian1,1.9024050632911396,1.046984125917904,0.285831774445323,-0.7611523514725811
NonDPGaussian1,1.9402531645569623,1.058909968870599,0.285831774445323,-0.773078194425276
NonDPGaussian1,1.978101265822785,1.070502604855407,0.285831774445323,-0.784670830410084
NonDPGaussian1,2.0159493670886075,1.0817678477376265,0.285831774445323,-0.7959360732923035
NonDPGaussian1,2.0537974683544302,1.092711643339334,0.285831774445323,-0.8068798688940111
NonDPGaussian1,2.0916455696202534,1.103340050300399,0.285831774445323,-0.817508275855076
NonDPGaussian1,2.129493670886076,1.1136592218286547,0.285831774445323,-0.8278274473833318
NonDPGaussian1,2.167341772151899,1.1236753883487716,0.285831774445323,-0.8378436139034486
NonDPGaussian1,2.2051898734177215,1.1333948410536612,0.285831774445323,-0.8475630666083382
NonDPGaussian1,2.2430379746835443,1.1428239163570555,0.285831774445323,-0.8569921419117326
NonDPGaussian1,2.280886075949367,1.1519689812412193,0.285831774445323,-0.8661372067958963
NonDPGaussian1,2.31873417721519,1.160836419489548,0.285831774445323,-0.875004645044225
NonDPGaussian1,2.356582278481013,1.1694326187901003,0.285831774445323,-0.8836008443447774
NonDPGaussian1,2.3944303797468356,1.1777639586928248,0.285831774445323,-0.8919321842475019
NonDPGaussian1,2.4322784810126583,1.1858367994004206,0.285831774445323,-0.9000050249550977
NonDPGaussian1,2.470126582278481,1.1936574713703374,0.285831774445323,-0.9078256969250145
NonDPGaussian1,2.5079746835443038,1.201232265703369,0.285831774445323,-0.915400491258046
NonDPGaussian1,2.5458227848101265,1.2085674252926217,0.285831774445323,-0.9227356508472988
NonDPGaussian1,2.5836708860759496,1.215669136705268,0.285831774445323,-0.9298373622599452
NonDPGaussian1,2.6215189873417724,1.2225435227684476,0.285831774445323,-0.9367117483231246
NonDPGaussian1,2.659367088607595,1.229196635829918,0.285831774445323,-0.9433648613845951
NonDPGaussian1,2.697215189873418,1.2356344516635223,0.285831774445323,-0.9498026772181993
NonDPGaussian1,2.7350632911392405,1.2418628639892706,0.285831774445323,-0.9560310895439477
NonDPGaussian1,2.7729113924050632,1.2478876795777403,0.285831774445323,-0.9620559051324173
NonDPGaussian1,2.8107594936708864,1.2537146139086106,0.285831774445323,-0.9678828394632877
NonDPGaussian1,2.848607594936709,1.259349287353413,0.285831774445323,-0.97351751290809
NonDPGaussian1,2.886455696202532,1.2647972218529846,0.285831774445323,-0.9789654474076617
NonDPGaussian1,2.9243037974683546,1.2700638380606477,0.285831774445323,-0.9842320636153248
NonDPGaussian1,2.9621518987341773,1.2751544529227785,0.285831774445323,-0.9893226784774556
NonDPGaussian1,3.0,1.2800742776691536,0.285831774445323,-0.9942425032238307
NonDPLaplace1,0.01,0.007085080312424393,0.2185524242527166,0.2114673439402922
NonDPLaplace1,0.04784810126582279,0.03384106718814783,0.2185524242527166,0.18471135706456876
NonDPLaplace1,0.08569620253164557,0.06057284552478875,0.2185524242527166,0.15797957872792784
NonDPLaplace1,0.12354430379746836,0.0872613391755077,0.2185524242527166,0.13129108507720888
NonDPLaplace1,0.16139240506329117,0.11388759556565457,0.2185524242527166,0.10466482868706202
NonDPLaplace1,0.19924050632911394,0.1404328392733871,0.2185524242527166,0.0781195849793295
NonDPLaplace1,0.23708860759493675,0.16687852454179727,0.2185524242527166,0.05167389971091932
NonDPLaplace1,0.27493670886075955,0.1932063864134165,0.2185524242527166,0.02534603783930009
NonDPLaplace1,0.3127848101265823,0.21939849019206362,0.2185524242527166,-0.0008460659393470238
NonDPLaplace1,0.3506329113924051,0.24543727895400955,0.2185524242527166,-0.026884854701292954
NonDPLaplace1,0.3884810126582279,0.2713056188500135,0.2185524242527166,-0.05275319459729688
NonDPLaplace1,0.4263291139240507,0.29698684196170444,0.2185524242527166,-0.07843441770898785
NonDPLaplace1,0.4641772151898735,0.3224647864996632,0.2185524242527166,-0.10391236224694661
NonDPLaplace1,0.5020253164556963,0.3477238341560975,0.2185524242527166,-0.12917140990338088
NonDPLaplace1,0.5398734177215191,0.37274894445178053,0.2185524242527166,-0.15419652019906394
NonDPLaplace1,0.5777215189873418,0.3975256859446177,0.2185524242527166,-0.1789732616919011
NonDPLaplace1,0.6155696202531646,0.42204026419539764,0.2185524242527166,-0.20348783994268105
NonDPLaplace1,0.6534177215189875,0.4462795464146223,0.2185524242527166,-0.22772712216190572
NonDPLaplace1,0.6912658227848102,0.4702310827424519,0.2185524242527166,-0.2516786584897353
NonDPLaplace1,0.729113924050633,0.49388312414135993,0.2185524242527166,-0.27533069988864334
NonDPLaplace1,0.7669620253164557,0.5172246369078044,0.2185524242527166,-0.2986722126550878
