"trial","stopped_at_n"
1,390
2,2730
3,880
4,430
5,290
6,1460
7,1020
8,1280
9,1660
10,1870
11,2360
12,2510
13,450
14,1820
15,50
16,540
17,1930
18,2720
19,2360
20,2110
21,90
22,750
23,2740
24,490
25,2360
26,1440
27,1010
28,2460
29,920
30,1130
31,730
32,1080
33,1380
34,1590
35,1440
36,1330
37,990
38,860
39,590
40,780
41,900
42,1540
43,470
44,320
45,3170
46,2070
47,350
48,90
49,470
50,1670
51,70
52,630
53,130
54,2280
55,800
56,2220
57,160
58,4030
59,3470
60,2360
61,1500
62,160
63,890
64,350
65,1430
66,60
67,50
68,160
69,1120
70,1440
71,1070
72,800
73,2710
74,2370
75,2120
76,2470
77,820
78,1930
79,1850
80,1300
81,830
82,990
83,590
84,810
85,470
86,1290
87,1690
88,570
89,560
90,300
91,1220
92,1670
93,750
94,420
95,1300
96,3800
97,770
98,90
99,2300
100,50
101,70
102,100
103,90
104,970
105,50
106,1900
107,4110
108,240
109,4290
110,1390
111,480
112,2720
113,90
114,1590
115,2020
116,820
117,1760
118,100
119,260
120,710
121,2360
122,550
123,1310
124,360
125,60
126,70
127,2450
128,2410
129,610
130,1020
131,50
132,50
133,280
134,3200
135,890
136,210
137,820
138,790
139,930
140,1030
141,4050
142,50
143,60
144,70
145,820
146,1610
147,1120
148,2210
149,1010
150,1590
151,90
152,1750
153,1090
154,1520
155,1750
156,1780
157,790
158,430
159,620
160,90
161,1080
162,90
163,50
164,80
165,640
166,1530
167,2360
168,1530
169,910
170,1040
171,4420
172,820
173,340
174,720
175,1840
176,760
177,1570
178,280
179,270
180,840
181,4960
182,890
183,3640
184,1430
185,2110
186,990
187,300
188,1250
189,1390
190,3920
191,200
192,2010
193,880
194,2130
195,310
196,740
197,1940
198,90
199,1170
200,540
201,870
202,1940
203,2740
204,2120
205,730
206,1910
207,2360
208,1540
209,2410
210,1310
211,790
212,330
213,2370
214,870
215,70
216,2510
217,720
218,1130
219,830
220,630
221,400
222,1760
223,2790
224,2210
225,1550
226,1160
227,2360
228,680
229,1330
230,70
231,640
232,1520
233,520
234,1500
235,2040
236,2030
237,640
238,1050
239,2200
240,1070
241,4480
242,870
243,700
244,810
245,1130
246,70
247,2210
248,920
249,90
250,920
