"violation","n","T1","T2","s1","s2","alpha_allowed","beta_allowed","eta_star","used_fallback_eta","error"
0,100,0.18,0.51,0.384187454245971,0.499899989998,0.194500000000611,0.524492530174125,1.53153153153153,FALSE,NA
0,100,0.13,0.5,0.336303434416005,0.5,0.178377991123868,0.548377883750502,1.51651651651652,FALSE,NA
0,100,0.15,0.48,0.357071421427142,0.499599839871872,0.194500000000611,0.524492530174125,1.3963963963964,FALSE,NA
0,100,0.51,0.15,0.499899989998,0.357071421427142,0.542364273627478,0.182364240375371,0.705705705705706,FALSE,NA
0,100,0.61,0.07,0.487749935930288,0.255147016443461,0.655191263719488,0.115191229893102,0.570570570570571,FALSE,NA
0,100,0.29,0.32,0.453762052181537,0.466476151587624,0.329700493797962,0.359700425258047,0.855855855855856,FALSE,NA
0,100,0.26,0.3,0.438634243989226,0.458257569495584,0.324795552326272,0.364795482162736,1.15615615615616,FALSE,NA
0,100,0.25,0.31,0.433012701892219,0.462493243193887,0.315067187639851,0.375067152707401,1.11111111111111,FALSE,NA
0,100,0,0.96,0.05,0.195959179422654,0.00457534533593848,0.96456990659502,7.49249249249249,TRUE,NA
0,100,0.86,0.04,0.346987031457949,0.195959179422654,0.852391914205108,0.0323918911196727,0.39039039039039,FALSE,NA
0,100,0.74,0.07,0.438634243989226,0.255147016443461,0.743114898949312,0.0731148753027437,0.510510510510511,FALSE,NA
0,100,0.29,0.32,0.453762052181537,0.466476151587624,0.329700493797962,0.359700425258047,0.930930930930931,FALSE,NA
0,100,0.29,0.25,0.453762052181537,0.433012701892219,0.364795549468635,0.324795487883114,1.29129129129129,FALSE,NA
0,100,0.07,0.65,0.255147016443461,0.476969600708473,0.101636801656088,0.681636576978301,1.83183183183183,FALSE,NA
0,100,0.19,0.42,0.392300904918661,0.493558507170123,0.236791407030592,0.466791305509581,1.45645645645646,FALSE,NA
NA,100,NA,NA,NA,NA,NA,NA,NA,NA,"object 'td' not found"
0,100,0.18,0.52,0.384187454245971,0.499599839871872,0.190423893427066,0.530423823861128,1.17117117117117,FALSE,NA
0,100,0.4,0.36,0.489897948556636,0.48,0.364795549468635,0.324795487883114,0.990990990990991,FALSE,NA
0,100,0,0.91,0.05,0.286181760425084,0.013000000000974,0.923096388297109,7.49249249249249,TRUE,NA
0,100,0.18,0.43,0.384187454245971,0.495075751779463,0.228107146571965,0.478107073188426,1.77177177177177,FALSE,NA
0,100,0.58,0.16,0.493558507170123,0.366606055596467,0.578886380018656,0.158886352211698,0.885885885885886,FALSE,NA
1,100,0.24,0.25,0.427083130081252,0.433012701892219,0.339591856065184,0.349591814686287,0.825825825825826,FALSE,NA
0,100,0.61,0.09,0.487749935930288,0.286181760425084,0.642162424219448,0.122162392346193,0.690690690690691,FALSE,NA
0,100,0.57,0.15,0.495075751779463,0.357071421427142,0.578886380018656,0.158886352211698,0.825825825825826,FALSE,NA
0,100,0.3,0.24,0.458257569495584,0.427083130081252,0.375067185574031,0.315067156848691,1.05105105105105,FALSE,NA
0,100,0.13,0.43,0.336303434416005,0.495075751779463,0.206888075965627,0.506887991003037,1.47147147147147,FALSE,NA
0,100,0.51,0.2,0.499899989998,0.4,0.512729159279171,0.202729115208562,0.870870870870871,FALSE,NA
0,100,0.13,0.55,0.336303434416005,0.49749371855331,0.15888640764367,0.57888629050486,1.33633633633634,FALSE,NA
0,100,0.22,0.41,0.41424630354416,0.491833305094317,0.254500000000491,0.444486278935723,1.33633633633634,FALSE,NA
0,100,0.37,0.19,0.482804308182932,0.392300904918661,0.439000000000122,0.258979436639406,0.750750750750751,FALSE,NA
0,100,0.73,0.08,0.443959457608462,0.271293199325011,0.72920797810872,0.0792079454174348,0.405405405405405,FALSE,NA
0,100,0,0.94,0.05,0.237486841740758,0.00769886343989177,0.947693189584219,7.49249249249249,TRUE,NA
0,100,0,0.97,0.05,0.17058722109232,0.00317272482727946,0.973157838770139,7.49249249249249,TRUE,NA
0,100,0.01,0.86,0.099498743710662,0.346987031457949,0.025438964844699,0.875443794708919,7.49249249249249,TRUE,NA
0,100,0.66,0.1,0.47370877129308,0.3,0.668348687020438,0.108348657206806,0.705705705705706,FALSE,NA
0,100,0.67,0.08,0.47021271782035,0.271293199325011,0.688330456014671,0.0983304249451374,0.525525525525526,FALSE,NA
0,100,0.27,0.29,0.443959457608462,0.453762052181537,0.334632595124014,0.354632540452081,1.00600600600601,FALSE,NA
0,100,0.39,0.25,0.487749935930288,0.433012701892219,0.41724357064028,0.277243515706307,0.765765765765766,FALSE,NA
0,100,0.13,0.61,0.336303434416005,0.487749935930288,0.136500000000727,0.616453698102385,1.84684684684685,FALSE,NA
0,100,0.26,0.26,0.438634243989226,0.438634243989226,0.344578276310579,0.344578240468773,1.14114114114114,FALSE,NA
0,100,0.3,0.27,0.458257569495584,0.443959457608462,0.359700491670806,0.329700429514857,0.990990990990991,FALSE,NA
0,100,0.11,0.63,0.31288975694324,0.482804308182932,0.122162473715688,0.642162274255309,1.30630630630631,FALSE,NA
1,100,0.21,0.21,0.407308237088326,0.407308237088326,0.344578276310579,0.344578240468773,1.02102102102102,FALSE,NA
0,100,0.79,0.01,0.407308237088326,0.099498743710662,0.822328951585229,0.0423289216077284,0.315315315315315,FALSE,NA
0,100,0.44,0.21,0.496386945839634,0.407308237088326,0.466791389394344,0.236791341918226,0.780780780780781,FALSE,NA
0,100,0.68,0.11,0.466476151587624,0.31288975694324,0.67499999999965,0.104964227926904,0.510510510510511,FALSE,NA
0,100,0,0.98,0.05,0.14,0.00190051091559757,0.981879790343774,7.49249249249249,TRUE,NA
1,100,0.24,0.27,0.427083130081252,0.443959457608462,0.329700493797962,0.359700425258047,1.11111111111111,FALSE,NA
0,100,0.28,0.28,0.448998886412873,0.448998886412873,0.344578276310579,0.344578240468773,0.810810810810811,FALSE,NA
0,100,0.14,0.51,0.346987031457949,0.499899989998,0.178377991123868,0.548377883750502,1.27627627627628,FALSE,NA
0,100,0.27,0.31,0.443959457608462,0.462493243193887,0.324795552326272,0.364795482162736,1.14114114114114,FALSE,NA
0,100,0.35,0.24,0.476969600708473,0.427083130081252,0.401222698225128,0.291222641557116,0.795795795795796,FALSE,NA
0,100,0.27,0.25,0.443959457608462,0.433012701892219,0.354632593974602,0.334632542751752,0.855855855855856,FALSE,NA
0,100,0.06,0.68,0.237486841740758,0.466476151587624,0.0886139781796116,0.70861374415838,2.07207207207207,FALSE,NA
0,100,0.25,0.3,0.433012701892219,0.458257569495584,0.319917770719289,0.369917730127929,1.30630630630631,FALSE,NA
0,100,0.14,0.58,0.346987031457949,0.493558507170123,0.151297647697402,0.591297477470921,1.21621621621622,FALSE,NA
0,100,0.08,0.64,0.271293199325011,0.48,0.108348742360872,0.668348520894139,1.93693693693694,FALSE,NA
0,100,0.11,0.57,0.31288975694324,0.495075751779463,0.143829453771203,0.603829285148919,1.54654654654655,FALSE,NA
0,100,0.15,0.61,0.357071421427142,0.487749935930288,0.143829453771203,0.603829285148919,1.47147147147147,FALSE,NA
0,100,0.12,0.52,0.324961536185438,0.499599839871872,0.166594522291011,0.566594425702355,1.5015015015015,FALSE,NA
1,100,0.25,0.26,0.433012701892219,0.438634243989226,0.339591856065184,0.349591814686287,0.780780780780781,FALSE,NA
0,100,0.38,0.23,0.485386443980464,0.420832508250016,0.422638634961857,0.272638591512487,0.735735735735736,FALSE,NA
0,100,0.49,0.22,0.499899989998,0.41424630354416,0.489561035156271,0.219515543681089,0.855855855855856,FALSE,NA
1,100,0.26,0.23,0.438634243989226,0.420832508250016,0.359700491670806,0.329700429514857,1.17117117117117,FALSE,NA
0,100,0.1,0.6,0.3,0.489897948556636,0.129260352265879,0.629260139879219,1.71171171171171,FALSE,NA
0,100,0.3,0.28,0.458257569495584,0.448998886412873,0.354632593974602,0.334632542751752,1.0960960960961,FALSE,NA
0,100,0.19,0.42,0.392300904918661,0.493558507170123,0.236791407030592,0.466791305509581,1.32132132132132,FALSE,NA
0,100,0.14,0.59,0.346987031457949,0.491833305094317,0.147561035156955,0.597527017489375,1.33633633633634,FALSE,NA
0,100,0.2,0.43,0.4,0.495075751779463,0.236791407030592,0.466791305509581,1.41141141141141,FALSE,NA
0,100,0.25,0.29,0.433012701892219,0.453762052181537,0.324795552326272,0.364795482162736,0.945945945945946,FALSE,NA
0,100,0.14,0.47,0.346987031457949,0.499099188538711,0.194500000000611,0.524492530174125,1.59159159159159,FALSE,NA
0,100,0.42,0.33,0.493558507170123,0.47021271782035,0.390678736425741,0.300678682181823,0.975975975975976,FALSE,NA
1,100,0.27,0.16,0.443959457608462,0.366606055596467,0.401222698225128,0.291222641557116,1.03603603603604,FALSE,NA
0,100,0,0.96,0.05,0.195959179422654,0.00457534533593848,0.96456990659502,7.49249249249249,TRUE,NA
0,100,0.3,0.31,0.458257569495584,0.462493243193887,0.339591856065184,0.349591814686287,0.810810810810811,FALSE,NA
0,100,0.32,0.28,0.466476151587624,0.448998886412873,0.364795549468635,0.324795487883114,0.825825825825826,FALSE,NA
0,100,0.72,0.05,0.448998886412873,0.217944947177034,0.743114898949312,0.0731148753027437,0.465465465465465,FALSE,NA
0,100,0,0.95,0.05,0.217944947177034,0.00608888390701596,0.956084396608142,7.49249249249249,TRUE,NA
0,100,0,0.86,0.05,0.346987031457949,0.0232260870315199,0.883224477967777,2.74774774774775,FALSE,NA
0,100,0.61,0.07,0.487749935930288,0.255147016443461,0.655191263719488,0.115191229893102,0.525525525525526,FALSE,NA
0,100,0.67,0.08,0.47021271782035,0.271293199325011,0.688330456014671,0.0983304249451374,0.645645645645646,FALSE,NA
0,100,0.25,0.27,0.433012701892219,0.443959457608462,0.334632595124014,0.354632540452081,1.03603603603604,FALSE,NA
0,100,0.99,0,0.099498743710662,0.05,0.990796246766505,0.000796139668907001,0.15015015015015,FALSE,NA
0,100,0.35,0.26,0.476969600708473,0.438634243989226,0.390678736425741,0.300678682181823,0.735735735735736,FALSE,NA
0,100,0.32,0.3,0.466476151587624,0.458257569495584,0.354632593974602,0.334632542751752,0.780780780780781,FALSE,NA
0,100,0.24,0.33,0.427083130081252,0.47021271782035,0.300678742581886,0.390678669809412,0.780780780780781,FALSE,NA
1,100,0.23,0.27,0.420832508250016,0.443959457608462,0.324795552326272,0.364795482162736,0.975975975975976,FALSE,NA
0,100,0.19,0.46,0.392300904918661,0.498397431775084,0.219561035156811,0.489499689291904,1.38138138138138,FALSE,NA
0,100,0.37,0.25,0.482804308182932,0.433012701892219,0.406561035156437,0.286513292497787,0.720720720720721,FALSE,NA
1,100,0.27,0.2,0.443959457608462,0.4,0.380243823252774,0.310243762456522,0.885885885885886,FALSE,NA
0,100,0.93,0,0.255147016443461,0.05,0.939394116695987,0.00939408749187335,0.15015015015015,FALSE,NA
0,100,0.29,0.29,0.453762052181537,0.453762052181537,0.344578276310579,0.344578240468773,0.990990990990991,FALSE,NA
0,100,0.27,0.28,0.443959457608462,0.448998886412873,0.339591856065184,0.349591814686287,1.03603603603604,FALSE,NA
0,100,0.58,0.16,0.493558507170123,0.366606055596467,0.578886380018656,0.158886352211698,0.600600600600601,FALSE,NA
0,100,0.94,0,0.237486841740758,0.05,0.947697961805085,0.00769791744248704,0.18018018018018,FALSE,NA
0,100,0.29,0.34,0.453762052181537,0.47370877129308,0.319917770719289,0.369917730127929,1.47147147147147,FALSE,NA
0,100,0.03,0.84,0.17058722109232,0.366606055596467,0.0348073295060991,0.844806373585581,2.41741741741742,FALSE,NA
0,100,0.05,0.72,0.217944947177034,0.448998886412873,0.0731149714407239,0.743114675727289,1.65165165165165,FALSE,NA
0,100,0.5,0.16,0.5,0.366606055596467,0.530423878364107,0.190423856194378,0.825825825825826,FALSE,NA
0,100,0.61,0.14,0.487749935930288,0.346987031457949,0.610140951782329,0.140140921150745,0.870870870870871,FALSE,NA
0,100,0.29,0.36,0.453762052181537,0.48,0.310243828442084,0.380243752047741,1.29129129129129,FALSE,NA
0,100,0.28,0.3,0.448998886412873,0.458257569495584,0.334632595124014,0.354632540452081,0.990990990990991,FALSE,NA
1,100,0.28,0.23,0.448998886412873,0.420832508250016,0.369917768685124,0.319917734201494,0.840840840840841,FALSE,NA
