"trial","stopped_at_n","T1_","T2_","s1","s2","beta_allowed","margin","reason","violation","eps"
1,160,0.75548267551641,0.166345533568426,0.476969600708473,0.3,0.172070943303818,0.00572540973539115,"violation",1,0.351379310344828
2,50,0.714489213358372,0.185611725055255,0.499599839871872,0.271293199325011,0.200918730337804,0.0153070052825496,"violation at burn-in",1,0.351379310344828
3,90,0.89914708400473,0.0652551788198454,0.415739709641549,0.147405546238018,0.0709718889117461,0.0057167100919007,"violation",1,0.351379310344828
4,200,0.781974971274185,0.153310982738766,0.462493243193887,0.293214938227915,0.153427870339758,0.000116887600992849,"violation",1,0.351379310344828
5,90,0.804286524269364,0.122426786343621,0.471404520791032,0.229061423645426,0.137726856194599,0.0153000698509775,"violation",1,0.351379310344828
6,70,0.693315814683084,0.178102889634612,0.499183005990176,0.279941684889506,0.215818806194185,0.037715916559573,"violation",1,0.351379310344828
7,60,0.774366575369876,0.155449781144742,0.489897948556636,0.249443825784929,0.15878202617738,0.00333224503263796,"violation",1,0.351379310344828
8,90,0.743018751298959,0.139488250402838,0.489897948556636,0.249443825784929,0.180842015872575,0.0413537654697371,"violation",1,0.351379310344828
9,90,0.814207428738858,0.104606694841303,0.46732757432918,0.206080411011016,0.130745349284615,0.0261386544433119,"violation",1,0.351379310344828
10,400,0.791611246710437,0.146173060921656,0.445245718676777,0.303304714767179,0.146646661655453,0.00047360073379718,"violation",1,0.351379310344828
11,170,0.798452700483978,0.14141320481573,0.458257569495584,0.274901681071716,0.141832215861606,0.000419011045876133,"violation",1,0.351379310344828
12,60,0.758806370529702,0.155449781144742,0.493006648591635,0.249443825784929,0.169732003364084,0.0142822222193425,"violation",1,0.351379310344828
13,80,0.739705087131815,0.156435685071958,0.49228421668788,0.263391343821318,0.183173896937595,0.0267382118656373,"violation",1,0.351379310344828
14,170,0.771563616971373,0.156849687825251,0.469999631892663,0.291992321082138,0.160754515025319,0.00390482720006724,"violation",1,0.351379310344828
15,200,0.804771755814802,0.133951456766124,0.451414443721067,0.271293199325011,0.137385390615746,0.00343393384962143,"violation",1,0.351379310344828
16,50,0.844410079701748,0.0275269587093167,0.47370877129308,0.0707106781186548,0.109491237117159,0.0819642784078422,"violation at burn-in",1,0.351379310344828
17,220,0.684377456507232,0.21788119684349,0.491666083017817,0.357071421427142,0.222108878793967,0.00422768195047729,"violation",1,0.351379310344828
18,290,0.66846589724883,0.231551187388293,0.492512305416748,0.374721458185587,0.233306109979161,0.00175492259086774,"violation",1,0.351379310344828
19,350,0.66112626865902,0.235591107835122,0.492598275701905,0.381789556308344,0.238471129748683,0.00288002191356046,"violation",1,0.351379310344828
20,50,0.714489213358372,0.185611725055255,0.499599839871872,0.271293199325011,0.200918730337804,0.0153070052825496,"violation at burn-in",1,0.351379310344828
21,50,0.826859192020479,0.116284945699819,0.48,0.195959179422654,0.12184209121518,0.00555714551536038,"violation at burn-in",1,0.351379310344828
22,370,0.646787551988911,0.244610215112152,0.49464628292901,0.389498750761042,0.248561525218217,0.00395131010606439,"violation",1,0.351379310344828
23,280,0.761196057930465,0.155301565923136,0.465643618652545,0.304703770497022,0.168050340250361,0.0127487743272248,"violation",1,0.351379310344828
24,100,0.707316518042841,0.183209398288614,0.495075751779463,0.3,0.205966276361715,0.0227568780731009,"violation",1,0.351379310344828
25,90,0.973399098925672,0.0153863678326736,0.327542288288526,0.052704627669473,0.0187195003472988,0.00333313251462519,"violation",1,0.351379310344828
26,220,0.684377456507232,0.21788119684349,0.491666083017817,0.357071421427142,0.222108878793967,0.00422768195047729,"violation",1,0.351379310344828
27,220,0.787117227572064,0.139764286803685,0.458257569495584,0.280900264645098,0.149809178315564,0.010044891511879,"violation",1,0.351379310344828
28,60,0.774366575369876,0.155449781144742,0.489897948556636,0.249443825784929,0.15878202617738,0.00333224503263796,"violation",1,0.351379310344828
29,120,0.755703210984508,0.164940849360748,0.481894409826699,0.28855482821968,0.171915748795176,0.00697489943442822,"violation",1,0.351379310344828
30,330,0.685847884830992,0.21488821638916,0.487954069102532,0.364342748247009,0.221074113714378,0.00618589732521868,"violation",1,0.351379310344828
31,210,0.69520100521645,0.205138464291375,0.489897948556636,0.344999917841523,0.214492165989574,0.00935370169819957,"violation",1,0.351379310344828
32,160,0.88323068172561,0.0697287809828362,0.404612082740988,0.173992636338438,0.0821725282118665,0.0124437472290303,"violation",1,0.351379310344828
33,180,0.69175868333679,0.211191658396209,0.492035329455212,0.345830544388576,0.216914585645275,0.00572292724906648,"violation",1,0.351379310344828
34,90,0.824040028479255,0.122426786343621,0.462948147911104,0.229061423645426,0.123825983893912,0.0013991975502908,"violation",1,0.351379310344828
35,90,0.721968833534088,0.171968943105426,0.493913572686508,0.28458329944146,0.195655196140758,0.0236862530353322,"violation",1,0.351379310344828
36,60,0.758806370529702,0.155449781144742,0.493006648591635,0.249443825784929,0.169732003364084,0.0142822222193425,"violation",1,0.351379310344828
37,80,0.863053876615838,0.0962393665961734,0.446514277487294,0.189983551919633,0.0963712844571684,0.000131917860995062,"violation",1,0.351379310344828
38,50,0.772137383051339,0.152451248673278,0.493558507170123,0.237486841740758,0.160350746209248,0.00789949753596955,"violation at burn-in",1,0.351379310344828
39,170,0.860919276380422,0.0925546506561993,0.420454524200198,0.211764705882353,0.0978734384532514,0.00531878779705207,"violation",1,0.351379310344828
40,160,0.840296350711866,0.107204222849119,0.436561493377508,0.230403857389585,0.112386137219964,0.00518191437084531,"violation",1,0.351379310344828
41,70,0.838923452768526,0.0835536454472621,0.464230765979198,0.166598625567009,0.113352268534665,0.0297986230874029,"violation",1,0.351379310344828
42,120,0.831094078652423,0.117848771206546,0.450616861153192,0.234372685173754,0.118861930447094,0.00101315924054773,"violation",1,0.351379310344828
43,130,0.811962137162469,0.120252653576091,0.458257569495584,0.240315374643282,0.132325398634317,0.0120727450582259,"violation",1,0.351379310344828
44,160,0.845761529163151,0.0697287809828362,0.433012701892219,0.173992636338438,0.108540199459021,0.0388114184761846,"violation",1,0.351379310344828
45,70,0.761680056860571,0.15642378565755,0.489897948556636,0.257539376818856,0.167709742083596,0.0112859564260452,"violation",1,0.351379310344828
46,60,0.789716484604453,0.12757189874012,0.486198404860494,0.217944947177034,0.147980037536289,0.0204081387961691,"violation",1,0.351379310344828
47,50,0.910755917550709,0.0275269587093167,0.438634243989226,0.0707106781186548,0.0628025579936512,0.0352755992843345,"violation at burn-in",1,0.351379310344828
48,170,0.710866827261238,0.201524382665736,0.488660339433885,0.335655120416167,0.20346786420413,0.00194348153839363,"violation",1,0.351379310344828
49,160,0.635437582923543,0.2365484833143,0.499374608885954,0.363092188706945,0.25654868885855,0.0200002055442499,"violation",1,0.351379310344828
50,60,0.758806370529702,0.155449781144742,0.493006648591635,0.249443825784929,0.169732003364084,0.0142822222193425,"violation",1,0.351379310344828
51,100,0.886724065972573,0.077314866742729,0.420832508250016,0.17058722109232,0.0797141751116632,0.00239930836893423,"violation",1,0.351379310344828
52,50,0.674489213358372,0.185611725055255,0.499599839871872,0.271293199325011,0.229067401384688,0.0434556763294333,"violation at burn-in",1,0.351379310344828
53,280,0.627430690914285,0.259839260139821,0.498159879261791,0.394541842275471,0.262183273090463,0.00234401295064246,"violation",1,0.351379310344828
54,80,0.774681766062824,0.156435685071958,0.484122918275927,0.263391343821318,0.158560221199059,0.00212453612710109,"violation",1,0.351379310344828
55,50,0.753238465893974,0.152451248673278,0.496386945839634,0.237486841740758,0.173650231264373,0.0211989825910945,"violation at burn-in",1,0.351379310344828
56,190,0.729870450264948,0.187518469796346,0.48237638894272,0.326188430154656,0.19009469588837,0.00257622609202326,"violation",1,0.351379310344828
57,220,0.791280427050337,0.145560543975338,0.456246815906471,0.287479787288035,0.146879465000153,0.0013189210248146,"violation",1,0.351379310344828
58,90,0.774015565121441,0.104606694841303,0.481894409826699,0.206080411011016,0.159029037977811,0.0544223431365084,"violation",1,0.351379310344828
59,70,0.761680056860571,0.133747440669977,0.489897948556636,0.232115382989599,0.167709742083596,0.0339623014136186,"violation",1,0.351379310344828
60,170,0.73870751044869,0.17945623713317,0.481347589305383,0.315076746843343,0.183875908385028,0.00441967125185844,"violation",1,0.351379310344828
61,280,0.877219949924964,0.0722679624007254,0.391735411538274,0.194273896699416,0.0864023810170525,0.0141344186163271,"violation",1,0.351379310344828
62,280,0.693493076113908,0.210620692827875,0.487588296556404,0.357071421427142,0.215694064351545,0.00507337152366988,"violation",1,0.351379310344828
63,80,0.841684683216467,0.0962393665961734,0.458257569495584,0.189983551919633,0.111409144345571,0.0151697777493979,"violation",1,0.351379310344828
64,50,0.633238465893974,0.216786995012799,0.496386945839634,0.3,0.258096244405024,0.0413092493922244,"violation at burn-in",1,0.351379310344828
65,90,0.824040028479255,0.104606694841303,0.462948147911104,0.206080411011016,0.123825983893912,0.0192192890526089,"violation",1,0.351379310344828
66,250,0.718330289562284,0.197363069330211,0.482261339939249,0.342788564570057,0.198215700574556,0.000852631244345453,"violation",1,0.351379310344828
67,90,0.753429237782545,0.155964483968887,0.487498021521785,0.267821573182088,0.173515981885963,0.017551497917076,"violation",1,0.351379310344828
