"trial","stopped_at_n","selected_direction","T1_","T2_","s1","s2","beta_allowed","margin","reason","violation","eps","fwd_violation","fwd_stopped_at_n","fwd_T1_","fwd_T2_","fwd_s1","fwd_s2","fwd_beta_allowed","fwd_margin","fwd_reason","rev_violation","rev_stopped_at_n","rev_T1_","rev_T2_","rev_s1","rev_s2","rev_beta_allowed","rev_margin","rev_reason"
1,4610,"reverse",0.736909447212675,0.156055133940909,0.451842099504888,0.345540889766369,0.156089461585055,3.43276441452378e-05,"violation in reverse orientation",1,0.522068965517241,1,7650,0.166591701949672,0.718892144696458,0.358919496197002,0.458200496868844,0.719207802303567,0.000315657607109165,"violation",1,4610,0.736909447212675,0.156055133940909,0.451842099504888,0.345540889766369,0.156089461585055,3.43276441452378e-05,"violation"
2,3880,"forward",0.183173750734192,0.69078756563031,0.369497303805314,0.471918336421036,0.691258571543434,0.000471005913123879,"violation in forward orientation",1,0.522068965517241,1,3880,0.183173750734192,0.69078756563031,0.369497303805314,0.471918336421036,0.691258571543434,0.000471005913123879,"violation",0,10050,0.703528199422,0.178545677049357,0.463888664714031,0.37115809665766,0.175894281406524,-0.00265139564283293,"max_iter reached without violation"
3,5200,"reverse",0.641603842246007,0.212434845442218,0.485811063123571,0.39501160944665,0.212633493317394,0.000198647875175539,"violation in reverse orientation",1,0.522068965517241,1,8800,0.164031830601588,0.723513112938776,0.357294051526468,0.455633017110253,0.723522494411495,9.38147271845047e-06,"violation",1,5200,0.641603842246007,0.212434845442218,0.485811063123571,0.39501160944665,0.212633493317394,0.000198647875175539,"violation"
4,1910,"reverse",0.681894727014835,0.188577601066244,0.477865653042714,0.368248967997743,0.18872924269447,0.000151641628225757,"violation in reverse orientation",1,0.522068965517241,1,8390,0.200160835147422,0.662615064414284,0.388186332077041,0.478892554892054,0.662626648650378,1.15842360945972e-05,"violation",1,1910,0.681894727014835,0.188577601066244,0.477865653042714,0.368248967997743,0.18872924269447,0.000151641628225757,"violation"
5,6390,"forward",0.194805101068044,0.671271400560865,0.382457405525598,0.476895714345478,0.671653799011569,0.000382398450704646,"violation in forward orientation",1,0.522068965517241,1,6390,0.194805101068044,0.671271400560865,0.382457405525598,0.476895714345478,0.671653799011569,0.000382398450704646,"violation",1,8700,0.670673014666589,0.195270142023154,0.476277291219993,0.384474408444968,0.195386992354968,0.000116850331814106,"violation"
6,3900,"reverse",0.702721691018052,0.176328427226162,0.467457487159119,0.363486206371331,0.176372776210698,4.43489845358136e-05,"violation in reverse orientation",1,0.522068965517241,1,3960,0.225964884604635,0.619087069386933,0.403183988191301,0.491335950987699,0.619133631460679,4.65620737465366e-05,"violation",1,3900,0.702721691018052,0.176328427226162,0.467457487159119,0.363486206371331,0.176372776210698,4.43489845358136e-05,"violation"
7,5870,"reverse",0.718097451035046,0.167114287094936,0.459510658656641,0.35782123920446,0.167250464226909,0.000136177131973308,"violation in reverse orientation",1,0.522068965517241,0,10050,0.196199778828057,0.672405340270281,0.385918316751456,0.475360166545765,0.66930305387403,-0.00310228639625132,"max_iter reached without violation",1,5870,0.718097451035046,0.167114287094936,0.459510658656641,0.35782123920446,0.167250464226909,0.000136177131973308,"violation"
8,7330,"forward",0.205687508281451,0.6528327916498,0.39179336967785,0.482057590072507,0.653311378579347,0.000478586929546942,"violation in forward orientation",1,0.522068965517241,1,7330,0.205687508281451,0.6528327916498,0.39179336967785,0.482057590072507,0.653311378579347,0.000478586929546942,"violation",1,8980,0.682676906112054,0.188119952957499,0.472134301924332,0.378772060699961,0.188265182267919,0.000145229310420103,"violation"
9,3730,"reverse",0.669558978318569,0.19600550086521,0.479065967416883,0.380024421835508,0.196047940959569,4.24400943593584e-05,"violation in reverse orientation",1,0.522068965517241,1,5830,0.210514715668655,0.644510612790837,0.394226760051936,0.484812425166935,0.645175065935163,0.000664453144325505,"violation",1,3730,0.669558978318569,0.19600550086521,0.479065967416883,0.380024421835508,0.196047940959569,4.24400943593584e-05,"violation"
10,5380,"reverse",0.62890719840003,0.220099502580561,0.488686384153102,0.400834007062159,0.22016630770719,6.68051266284053e-05,"violation in reverse orientation",1,0.522068965517241,0,10050,0.163519293636226,0.72742220336629,0.357509765385135,0.453369673435018,0.724386381263123,-0.00303582210316611,"max_iter reached without violation",1,5380,0.62890719840003,0.220099502580561,0.488686384153102,0.400834007062159,0.22016630770719,6.68051266284053e-05,"violation"
