"trial","stopped_at_n","T1_","T2_","s1","s2","beta_allowed","margin","reason","violation","eps"
1,50,0.734021127930363,0.216786995012799,0.498397431775084,0.3,0.263332338073335,0.046545343060536,"violation at burn-in",1,0.01
2,50,0.878395081610861,0.0745005976726398,0.458257569495584,0.14,0.120394929234248,0.0458943315616082,"violation at burn-in",1,0.01
3,80,0.642042346118264,0.354108657851495,0.499843725578305,0.417582327212252,0.354395915714855,0.000287257863359924,"violation",1,0.01
4,80,0.763126767493411,0.227252112493843,0.487179381747627,0.330718913883074,0.234516304462777,0.00726419196893377,"violation",1,0.01
5,100,0.658571340202755,0.334897285537307,0.499599839871872,0.41424630354416,0.338031387869464,0.00313410233215733,"violation",1,0.01
6,160,0.690356174668703,0.302968040723733,0.493354271796647,0.409076704298839,0.306562817790707,0.00359477706697364,"violation",1,0.01
7,50,0.590712364249548,0.246504271019468,0.489897948556636,0.324961536185438,0.405215155730325,0.158710884710857,"violation at burn-in",1,0.01
8,160,0.666123923094054,0.310173845011429,0.49682586235018,0.413398642353842,0.330553954433556,0.0203801094221269,"violation",1,0.01
9,50,0.633238465893974,0.275078575707952,0.496386945839634,0.346987031457949,0.363112195867261,0.088033620159309,"violation at burn-in",1,0.01
10,60,0.694529912104096,0.299311814729174,0.499722145018832,0.372677996249965,0.302430609736683,0.00311879500750889,"violation",1,0.01
11,60,0.694529912104096,0.25432432379694,0.499722145018832,0.339934634239519,0.302430609736683,0.0481062859397437,"violation",1,0.01
12,70,0.679232364913215,0.314054244758118,0.499795876701026,0.388875931109034,0.317575943789785,0.0035216990316676,"violation",1,0.01
13,50,0.56895608070809,0.4062591846095,0.485386443980464,0.427083130081252,0.426754960633546,0.0204957760240456,"violation at burn-in",1,0.01
14,90,0.774015565121441,0.217843543370117,0.481894409826699,0.327542288288526,0.223735852181417,0.00589230881130007,"violation",1,0.01
15,90,0.61230983413901,0.382890080077361,0.498887651569859,0.436173031697567,0.383832584256861,0.000942504179499315,"violation",1,0.01
16,90,0.794279587966123,0.187580741083115,0.475186772896513,0.3,0.20367345973295,0.0160927186498354,"violation",1,0.01
17,60,0.789716484604453,0.206777284463185,0.486198404860494,0.3,0.208191159457552,0.00141387499436707,"violation",1,0.01
18,70,0.721075689618868,0.219286761535403,0.496723961448963,0.318157963590287,0.276148967121441,0.0568622055860379,"violation",1,0.01
19,110,0.712455070479026,0.283966960418264,0.49326036240911,0.385694607919935,0.284683809667657,0.000716849249392804,"violation",1,0.01
20,50,0.714489213358372,0.275078575707952,0.499599839871872,0.346987031457949,0.282669906848138,0.00759133114018551,"violation at burn-in",1,0.01
21,110,0.586418960663303,0.359431711356376,0.497929597731969,0.430356377401623,0.409465839237105,0.0500341278807291,"violation",1,0.01
22,60,0.758806370529702,0.230926430345563,0.493006648591635,0.321022671404304,0.238793712758427,0.00786728241286402,"violation",1,0.01
23,50,0.844410079701748,0.116284945699819,0.47370877129308,0.195959179422654,0.154041774724331,0.0377568290245115,"violation at burn-in",1,0.01
24,80,0.703815767828986,0.276559731956136,0.49749371855331,0.368908864084343,0.293237149820038,0.0166774178639012,"violation",1,0.01
25,50,0.694644991687999,0.275078575707952,0.5,0.346987031457949,0.302316675213772,0.0272380995058202,"violation at burn-in",1,0.01
26,90,0.600945650434495,0.330249254092939,0.498020774022555,0.408097059382377,0.395083692444211,0.0648344383512718,"violation",1,0.01
27,170,0.727620124888192,0.265310757422794,0.4845002419288,0.386135139582972,0.269669650071065,0.00435889264827122,"violation",1,0.01
28,50,0.772137383051339,0.216786995012799,0.493558507170123,0.3,0.225595346027672,0.00880835101487229,"violation at burn-in",1,0.01
29,50,0.844410079701748,0.152451248673278,0.47370877129308,0.237486841740758,0.154041774724331,0.00159052605105262,"violation at burn-in",1,0.01
