"violation","n","T1","T2","s1","s2","alpha_allowed","beta_allowed","eta_star","used_fallback_eta","error"
1,500,0.304,0.3,0.459982608366882,0.458257569495584,0.403294986919307,0.399294947967098,0.930930930930931,FALSE,NA
1,500,0.302,0.292,0.459125255240876,0.454682306671372,0.40630177549102,0.396301737182466,1.02102102102102,FALSE,NA
1,500,0.34,0.31,0.47370877129308,0.462493243193887,0.416366434058211,0.386366403294199,1.06606606606607,FALSE,NA
1,500,0.314,0.286,0.464116364719022,0.451889366991524,0.415357057989487,0.387357025849469,0.975975975975976,FALSE,NA
1,500,0.32,0.322,0.466476151587624,0.467242977475317,0.400294017196705,0.402293977961673,1.08108108108108,FALSE,NA
1,500,0.294,0.288,0.455591922667643,0.452831094338717,0.404296603229535,0.398296564447254,1.11111111111111,FALSE,NA
1,500,0.332,0.286,0.470930992821666,0.451889366991524,0.424438964843901,0.378489735430727,0.915915915915916,FALSE,NA
1,500,0.324,0.312,0.468,0.463309831538248,0.407305331464119,0.395305293471684,1.11111111111111,FALSE,NA
1,500,0.364,0.302,0.481148625686492,0.459125255240876,0.432604489509129,0.370604464273208,0.900900900900901,FALSE,NA
1,500,0.306,0.286,0.460829686543738,0.451889366991524,0.411326021354395,0.391325985370744,0.870870870870871,FALSE,NA
1,500,0.332,0.312,0.470930992821666,0.463309831538248,0.411326021354395,0.391325985370744,1.03603603603604,FALSE,NA
1,500,0.298,0.34,0.457379492325574,0.47370877129308,0.380436276176902,0.422436257421857,0.885885885885886,FALSE,NA
1,500,0.316,0.32,0.464912895067452,0.466476151587624,0.399294987020452,0.403294947764821,1.08108108108108,FALSE,NA
1,500,0.282,0.324,0.449973332543163,0.468,0.380436276176902,0.422436257421857,0.930930930930931,FALSE,NA
1,500,0.27,0.328,0.443959457608462,0.469484824035879,0.372565661558257,0.430565642001409,1.06606606606607,FALSE,NA
1,500,0.308,0.296,0.461666546329708,0.456490963765987,0.407305331464119,0.395305293471684,1.05105105105105,FALSE,NA
1,500,0.302,0.338,0.459125255240876,0.473028540365167,0.383398444084455,0.419398416957391,1.08108108108108,FALSE,NA
1,500,0.336,0.304,0.472338861412016,0.459982608366882,0.417376456966376,0.38537642778592,0.855855855855856,FALSE,NA
1,500,0.34,0.238,0.47370877129308,0.425859131638621,0.453135520753164,0.351135491582377,0.975975975975976,FALSE,NA
1,500,0.324,0.314,0.468,0.464116364719022,0.40630177549102,0.396301737182466,0.885885885885886,FALSE,NA
1,500,0.284,0.304,0.450936802667513,0.459982608366882,0.391326021828993,0.411325984421595,0.945945945945946,FALSE,NA
