"trial","stopped_at_n"
1,150
2,210
3,240
4,350
5,280
6,200
7,600
8,260
9,330
10,140
11,250
12,220
13,370
14,120
15,500
16,100
17,120
18,230
19,100
20,310
21,610
22,290
23,290
24,320
25,390
26,180
27,380
28,360
29,500
30,200
31,290
32,210
33,420
34,260
35,170
36,290
37,300
38,220
39,190
40,110
41,220
42,290
43,150
44,490
45,370
46,430
47,520
48,250
49,170
50,240
51,580
52,290
53,220
54,420
55,270
56,570
57,160
58,440
59,220
60,190
61,280
62,390
63,100
64,170
65,390
66,100
67,160
68,390
69,280
70,250
71,130
72,130
73,320
74,340
75,220
76,300
77,210
78,230
79,300
80,110
81,430
82,140
83,230
84,320
85,240
86,190
87,460
88,230
89,260
90,160
91,100
92,360
93,100
94,140
95,170
96,120
97,120
98,290
99,260
100,380
101,100
102,290
103,240
104,220
105,310
106,420
107,310
108,300
109,130
110,160
111,420
112,320
113,190
114,230
115,130
116,390
117,280
118,390
119,500
120,120
121,170
122,400
123,250
124,170
125,230
126,500
127,290
128,350
129,200
130,100
131,100
132,220
133,260
134,250
135,160
136,200
137,170
138,120
139,140
140,220
141,280
142,160
143,160
144,420
145,240
146,170
147,100
148,180
149,180
150,290
151,500
152,280
153,290
154,370
155,120
156,100
157,250
158,180
159,320
160,410
161,160
162,290
163,500
164,290
165,130
166,390
167,250
168,100
169,290
170,540
171,640
172,170
173,310
174,460
175,240
176,290
177,220
178,330
179,210
180,360
181,170
182,200
183,400
184,490
185,1030
186,170
187,250
188,170
189,110
190,300
191,220
192,100
193,490
194,300
195,340
196,260
197,210
198,150
199,190
200,200
201,250
202,230
203,180
204,160
205,180
206,230
207,130
208,410
209,360
210,130
211,500
212,100
213,360
214,260
215,220
216,180
217,130
218,250
219,290
220,230
221,100
222,170
223,310
224,300
225,100
226,100
227,380
228,290
229,120
230,260
231,220
232,400
233,100
234,180
235,220
236,260
237,100
238,170
239,130
240,100
241,160
242,240
243,160
244,340
245,260
246,120
247,380
248,430
249,420
250,290
