"trial","stopped_at_n"
1,330
2,410
3,280
4,470
5,140
6,310
7,130
8,290
9,260
10,390
11,120
12,90
13,130
14,60
15,90
16,200
17,120
18,400
19,1220
20,320
21,440
22,200
23,250
24,270
25,340
26,90
27,370
28,280
29,340
30,340
31,390
32,350
33,470
34,110
35,110
36,50
37,360
38,190
39,490
40,320
41,280
42,460
43,360
44,330
45,360
46,140
47,390
48,320
49,290
50,210
51,510
52,220
53,310
54,120
55,90
56,530
57,160
58,160
59,100
60,110
61,70
62,130
63,230
64,190
65,220
66,260
67,60
68,300
69,90
70,300
71,160
72,220
73,480
74,280
75,140
76,340
77,210
78,90
79,430
80,130
81,300
82,350
83,390
84,390
85,200
86,60
87,250
88,310
89,190
90,320
91,60
92,160
93,160
94,360
95,100
96,130
97,480
98,290
99,190
100,430
101,90
102,240
103,210
104,160
105,280
106,90
107,250
108,90
109,70
110,140
111,140
112,160
113,480
114,500
115,220
116,280
117,200
118,170
119,280
120,280
121,90
122,180
123,170
124,140
125,270
126,110
127,110
128,240
129,120
130,310
131,320
132,210
133,280
134,460
135,210
136,60
137,250
138,110
139,350
140,460
141,310
142,340
143,450
144,400
145,380
146,340
147,290
148,520
149,220
150,190
151,480
152,130
153,170
154,480
155,550
156,480
157,350
158,500
159,300
160,550
161,200
162,90
163,200
164,90
165,70
166,90
167,460
168,190
169,400
170,70
171,80
172,60
173,380
174,240
175,440
176,140
177,280
178,230
179,280
180,300
181,50
182,210
183,240
184,220
185,270
186,230
187,360
188,50
189,680
190,160
191,280
192,450
193,50
194,340
195,390
196,160
197,150
198,390
199,130
200,820
201,270
202,110
203,70
204,210
205,270
206,220
207,120
208,460
209,310
210,430
211,130
212,360
213,160
214,500
215,130
216,350
217,90
218,580
219,280
220,240
221,520
222,310
223,150
224,360
225,70
226,50
227,230
228,90
229,300
230,140
231,190
232,140
233,70
234,350
235,160
236,280
237,460
238,400
239,210
240,200
241,140
242,450
243,250
244,410
245,130
246,470
247,140
248,380
249,100
250,380
